"GO.ID" "Term" "Annotated" "Significant" "Expected" "weightFisher"
"354" "GO:0033500" "carbohydrate homeostasis" 11 1 0.83 "0.26137"
"355" "GO:0071668" "plant-type cell wall assembly" 11 1 0.83 "0.26137"
"356" "GO:0090333" "regulation of stomatal closure" 11 1 0.83 "0.26137"
"357" "GO:0009926" "auxin polar transport" 43 3 3.24 "0.26458"
"358" "GO:0019760" "glucosinolate metabolic process" 20 3 1.51 "0.27964"
"359" "GO:0006511" "ubiquitin-dependent protein catabolic pr..." 141 9 10.64 "0.27968"
"360" "GO:0006260" "DNA replication" 65 3 4.9 "0.28088"
"361" "GO:0080188" "RNA-directed DNA methylation" 12 1 0.91 "0.28144"
"362" "GO:0009688" "abscisic acid biosynthetic process" 12 1 0.91 "0.28144"
"363" "GO:0034613" "cellular protein localization" 174 8 13.12 "0.29813"
"364" "GO:0048366" "leaf development" 165 10 12.45 "0.29826"
"365" "GO:0008356" "asymmetric cell division" 14 2 1.06 "0.29995"
"366" "GO:0010162" "seed dormancy process" 22 2 1.66 "0.30018"
"367" "GO:0009827" "plant-type cell wall modification" 13 1 0.98 "0.30098"
"368" "GO:0001676" "long-chain fatty acid metabolic process" 13 1 0.98 "0.30098"
"369" "GO:0009785" "blue light signaling pathway" 13 1 0.98 "0.30098"
"370" "GO:0006811" "ion transport" 267 19 20.14 "0.30713"
"371" "GO:0010468" "regulation of gene expression" 823 49 62.08 "0.31047"
"372" "GO:2000028" "regulation of photoperiodism, flowering" 30 4 2.26 "0.31712"
"373" "GO:0048481" "plant ovule development" 14 1 1.06 "0.31999"
"374" "GO:0071577" "zinc ion transmembrane transport" 14 1 1.06 "0.31999"
"375" "GO:0048573" "photoperiodism, flowering" 55 6 4.15 "0.33390"
"376" "GO:0010089" "xylem development" 16 2 1.21 "0.33735"
"377" "GO:0006885" "regulation of pH" 15 1 1.13 "0.33848"
"378" "GO:1900055" "regulation of leaf senescence" 15 1 1.13 "0.33848"
"379" "GO:0010223" "secondary shoot formation" 15 1 1.13 "0.33848"
"380" "GO:0009944" "polarity specification of adaxial/abaxia..." 16 1 1.21 "0.35647"
"381" "GO:0009825" "multidimensional cell growth" 16 1 1.21 "0.35647"
"382" "GO:0009294" "DNA mediated transformation" 16 1 1.21 "0.35647"
"383" "GO:0051225" "spindle assembly" 16 1 1.21 "0.35647"
"384" "GO:0048510" "regulation of timing of transition from ..." 16 1 1.21 "0.35647"
"385" "GO:0009620" "response to fungus" 112 6 8.45 "0.37092"
"386" "GO:0009851" "auxin biosynthetic process" 17 1 1.28 "0.37397"
"387" "GO:0006487" "protein N-linked glycosylation" 17 1 1.28 "0.37397"
"388" "GO:0009789" "positive regulation of abscisic acid-act..." 17 1 1.28 "0.37397"
"389" "GO:0090698" "post-embryonic plant morphogenesis" 89 7 6.71 "0.38572"
"390" "GO:0045595" "regulation of cell differentiation" 28 3 2.11 "0.38878"
"391" "GO:0003333" "amino acid transmembrane transport" 20 2 1.51 "0.38979"
"392" "GO:0006623" "protein targeting to vacuole" 18 1 1.36 "0.39100"
"393" "GO:0009631" "cold acclimation" 18 1 1.36 "0.39100"
"394" "GO:0006606" "protein import into nucleus" 18 1 1.36 "0.39100"
"395" "GO:0015979" "photosynthesis" 106 4 8 "0.39448"
"396" "GO:0051603" "proteolysis involved in cellular protein..." 163 10 12.29 "0.40073"
"397" "GO:0016567" "protein ubiquitination" 260 9 19.61 "0.40277"
"398" "GO:0010078" "maintenance of root meristem identity" 19 1 1.43 "0.40757"
"399" "GO:2000024" "regulation of leaf development" 35 2 2.64 "0.42289"
"400" "GO:0009788" "negative regulation of abscisic acid-act..." 20 1 1.51 "0.42369"
"401" "GO:0006306" "DNA methylation" 33 2 2.49 "0.43844"
"402" "GO:0009910" "negative regulation of flower developmen..." 21 1 1.58 "0.43937"
"403" "GO:0009644" "response to high light intensity" 21 1 1.58 "0.43937"
"404" "GO:0009651" "response to salt stress" 142 5 10.71 "0.44032"
"405" "GO:0009738" "abscisic acid-activated signaling pathwa..." 102 4 7.69 "0.44113"
"406" "GO:0035195" "gene silencing by miRNA" 24 2 1.81 "0.45330"
"407" "GO:0045489" "pectin biosynthetic process" 30 2 2.26 "0.45353"
"408" "GO:0042127" "regulation of cell proliferation" 31 2 2.34 "0.45357"
"409" "GO:0048868" "pollen tube development" 55 2 4.15 "0.45448"
"410" "GO:0009749" "response to glucose" 22 1 1.66 "0.45463"
"411" "GO:0016311" "dephosphorylation" 98 3 7.39 "0.46125"
"412" "GO:0009624" "response to nematode" 23 1 1.73 "0.46947"
"413" "GO:0010311" "lateral root formation" 24 1 1.81 "0.48391"
"414" "GO:0018298" "protein-chromophore linkage" 24 1 1.81 "0.48391"
"415" "GO:0010411" "xyloglucan metabolic process" 24 1 1.81 "0.48391"
"416" "GO:0017038" "protein import" 43 2 3.24 "0.49721"
"417" "GO:0022900" "electron transport chain" 49 2 3.7 "0.49745"
"418" "GO:0016579" "protein deubiquitination" 25 1 1.89 "0.49796"
"419" "GO:0010182" "sugar mediated signaling pathway" 25 1 1.89 "0.49796"
"420" "GO:0010218" "response to far red light" 25 1 1.89 "0.49796"
"421" "GO:0006351" "transcription, DNA-templated" 709 42 53.48 "0.49953"
"422" "GO:0031347" "regulation of defense response" 102 7 7.69 "0.50571"
"423" "GO:0065002" "intracellular protein transmembrane tran..." 27 2 2.04 "0.51019"
"424" "GO:0009553" "embryo sac development" 63 4 4.75 "0.52188"
"425" "GO:0009816" "defense response to bacterium, incompati..." 27 1 2.04 "0.52493"
"426" "GO:0032508" "DNA duplex unwinding" 27 1 2.04 "0.52493"
"427" "GO:0050790" "regulation of catalytic activity" 134 5 10.11 "0.52803"
"428" "GO:0010629" "negative regulation of gene expression" 222 9 16.75 "0.53363"
"429" "GO:0006342" "chromatin silencing" 28 1 2.11 "0.53787"
"430" "GO:0009826" "unidimensional cell growth" 81 2 6.11 "0.53854"
"431" "GO:0009753" "response to jasmonic acid" 66 2 4.98 "0.53887"
"432" "GO:0045944" "positive regulation of transcription by ..." 67 2 5.05 "0.54704"
"433" "GO:1902600" "proton transmembrane transport" 41 3 3.09 "0.54789"
"434" "GO:0006605" "protein targeting" 60 3 4.53 "0.54868"
"435" "GO:0009626" "plant-type hypersensitive response" 37 2 2.79 "0.56146"
"436" "GO:0006631" "fatty acid metabolic process" 91 4 6.86 "0.57248"
"437" "GO:0042908" "xenobiotic transport" 31 1 2.34 "0.57461"
"438" "GO:0015031" "protein transport" 207 7 15.61 "0.58321"
"439" "GO:0034968" "histone lysine methylation" 49 3 3.7 "0.58381"
"440" "GO:0045490" "pectin catabolic process" 32 1 2.41 "0.58620"
"441" "GO:0000724" "double-strand break repair via homologou..." 33 1 2.49 "0.59748"
"442" "GO:0043161" "proteasome-mediated ubiquitin-dependent ..." 71 6 5.36 "0.64295"
"443" "GO:0043086" "negative regulation of catalytic activit..." 54 3 4.07 "0.65650"
"444" "GO:0042545" "cell wall modification" 52 2 3.92 "0.65798"
"445" "GO:0010150" "leaf senescence" 54 2 4.07 "0.65806"
"446" "GO:0051301" "cell division" 164 10 12.37 "0.66303"
"447" "GO:0010029" "regulation of seed germination" 40 1 3.02 "0.66829"
"448" "GO:0006470" "protein dephosphorylation" 41 1 3.09 "0.67734"
"449" "GO:0006633" "fatty acid biosynthetic process" 48 2 3.62 "0.68484"
"450" "GO:0009965" "leaf morphogenesis" 50 3 3.77 "0.70020"
"451" "GO:0006813" "potassium ion transport" 45 1 3.39 "0.71113"
"452" "GO:0009408" "response to heat" 62 3 4.68 "0.72427"
"453" "GO:0009698" "phenylpropanoid metabolic process" 48 1 3.62 "0.73414"
"454" "GO:0040008" "regulation of growth" 118 4 8.9 "0.76025"
"455" "GO:0016042" "lipid catabolic process" 57 1 4.3 "0.79279"
"456" "GO:0009555" "pollen development" 116 8 8.75 "0.79639"
"457" "GO:0035556" "intracellular signal transduction" 150 7 11.31 "0.79908"
"458" "GO:0006397" "mRNA processing" 126 1 9.5 "0.96960"
"459" "GO:0042278" "purine nucleoside metabolic process" 12 1 0.91 "1.00000"
"460" "GO:0045047" "protein targeting to ER" 6 1 0.45 "1.00000"
"461" "GO:0042221" "response to chemical" 939 57 70.83 "1.00000"
"462" "GO:0048506" "regulation of timing of meristematic pha..." 16 1 1.21 "1.00000"
"463" "GO:0034754" "cellular hormone metabolic process" 20 2 1.51 "1.00000"
"464" "GO:0048507" "meristem development" 130 10 9.81 "1.00000"
"465" "GO:0015711" "organic anion transport" 91 8 6.86 "1.00000"
"466" "GO:0000902" "cell morphogenesis" 134 3 10.11 "1.00000"
"467" "GO:0051716" "cellular response to stimulus" 922 54 69.55 "1.00000"
"468" "GO:0046713" "borate transport" 2 1 0.15 "1.00000"
"469" "GO:0071407" "cellular response to organic cyclic comp..." 68 3 5.13 "1.00000"
"470" "GO:0010360" "negative regulation of anion channel act..." 2 1 0.15 "1.00000"
"471" "GO:0010361" "regulation of anion channel activity by ..." 2 1 0.15 "1.00000"
"472" "GO:0000904" "cell morphogenesis involved in different..." 81 2 6.11 "1.00000"
"473" "GO:0010363" "regulation of plant-type hypersensitive ..." 7 1 0.53 "1.00000"
"474" "GO:0036293" "response to decreased oxygen levels" 76 7 5.73 "1.00000"
"475" "GO:0015717" "triose phosphate transport" 4 1 0.3 "1.00000"
"476" "GO:0036294" "cellular response to decreased oxygen le..." 65 5 4.9 "1.00000"
"477" "GO:0015718" "monocarboxylic acid transport" 21 4 1.58 "1.00000"
"478" "GO:0007389" "pattern specification process" 102 7 7.69 "1.00000"
"479" "GO:0009914" "hormone transport" 50 3 3.77 "1.00000"
"480" "GO:0042214" "terpene metabolic process" 9 1 0.68 "1.00000"
"481" "GO:0008652" "cellular amino acid biosynthetic process" 45 3 3.39 "1.00000"
"482" "GO:0015740" "C4-dicarboxylate transport" 9 1 0.68 "1.00000"
"483" "GO:0008654" "phospholipid biosynthetic process" 55 3 4.15 "1.00000"
"484" "GO:0051983" "regulation of chromosome segregation" 14 1 1.06 "1.00000"
"485" "GO:0051985" "negative regulation of chromosome segreg..." 5 1 0.38 "1.00000"
"486" "GO:0048466" "androecium development" 38 2 2.87 "1.00000"
"487" "GO:0015748" "organophosphate ester transport" 30 2 2.26 "1.00000"
"488" "GO:0048468" "cell development" 105 3 7.92 "1.00000"
"489" "GO:0048469" "cell maturation" 29 1 2.19 "1.00000"
"490" "GO:0010359" "regulation of anion channel activity" 7 1 0.53 "1.00000"
"491" "GO:0015985" "energy coupled proton transport, down el..." 9 1 0.68 "1.00000"
"492" "GO:0033013" "tetrapyrrole metabolic process" 41 3 3.09 "1.00000"
"493" "GO:0033014" "tetrapyrrole biosynthetic process" 26 2 1.96 "1.00000"
"494" "GO:0045229" "external encapsulating structure organiz..." 210 12 15.84 "1.00000"
"495" "GO:0010383" "cell wall polysaccharide metabolic proce..." 62 7 4.68 "1.00000"
"496" "GO:0048455" "stamen formation" 2 1 0.15 "1.00000"
"497" "GO:0009932" "cell tip growth" 42 1 3.17 "1.00000"
"498" "GO:0006897" "endocytosis" 24 1 1.81 "1.00000"
"499" "GO:0006898" "receptor-mediated endocytosis" 10 1 0.75 "1.00000"
"500" "GO:0070726" "cell wall assembly" 11 1 0.83 "1.00000"
"501" "GO:0001101" "response to acid chemical" 412 21 31.08 "1.00000"
"502" "GO:0070727" "cellular macromolecule localization" 180 8 13.58 "1.00000"
"503" "GO:0009937" "regulation of gibberellic acid mediated ..." 11 2 0.83 "1.00000"
"504" "GO:1903338" "regulation of cell wall organization or ..." 19 1 1.43 "1.00000"
"505" "GO:0007568" "aging" 58 2 4.37 "1.00000"
"506" "GO:0033043" "regulation of organelle organization" 96 2 7.24 "1.00000"
"507" "GO:0033044" "regulation of chromosome organization" 47 1 3.55 "1.00000"
"508" "GO:0035194" "posttranscriptional gene silencing by RN..." 49 2 3.7 "1.00000"
"509" "GO:0034728" "nucleosome organization" 20 1 1.51 "1.00000"
"510" "GO:0033045" "regulation of sister chromatid segregati..." 12 1 0.91 "1.00000"
"511" "GO:0033046" "negative regulation of sister chromatid ..." 5 1 0.38 "1.00000"
"512" "GO:2001141" "regulation of RNA biosynthetic process" 662 40 49.93 "1.00000"
"513" "GO:0010374" "stomatal complex development" 23 4 1.73 "1.00000"
"514" "GO:0033047" "regulation of mitotic sister chromatid s..." 10 1 0.75 "1.00000"
"515" "GO:0033048" "negative regulation of mitotic sister ch..." 5 1 0.38 "1.00000"
"516" "GO:1903578" "regulation of ATP metabolic process" 1 1 0.08 "1.00000"
"517" "GO:0009890" "negative regulation of biosynthetic proc..." 140 7 10.56 "1.00000"
"518" "GO:0009891" "positive regulation of biosynthetic proc..." 178 7 13.43 "1.00000"
"519" "GO:1900542" "regulation of purine nucleotide metaboli..." 2 1 0.15 "1.00000"
"520" "GO:0009892" "negative regulation of metabolic process" 288 13 21.72 "1.00000"
"521" "GO:0009893" "positive regulation of metabolic process" 251 9 18.93 "1.00000"
"522" "GO:0033036" "macromolecule localization" 307 16 23.16 "1.00000"
"523" "GO:0009894" "regulation of catabolic process" 32 2 2.41 "1.00000"
"524" "GO:0033037" "polysaccharide localization" 10 1 0.75 "1.00000"
"525" "GO:0007346" "regulation of mitotic cell cycle" 34 2 2.56 "1.00000"
"526" "GO:0009896" "positive regulation of catabolic process" 18 1 1.36 "1.00000"
"527" "GO:0007349" "cellularization" 4 1 0.3 "1.00000"
"528" "GO:0043933" "protein-containing complex subunit organ..." 192 5 14.48 "1.00000"
"529" "GO:0015914" "phospholipid transport" 13 1 0.98 "1.00000"
"530" "GO:2000904" "regulation of starch metabolic process" 9 1 0.68 "1.00000"
"531" "GO:0046916" "cellular transition metal ion homeostasi..." 23 2 1.73 "1.00000"
"532" "GO:0043934" "sporulation" 17 3 1.28 "1.00000"
"533" "GO:0010563" "negative regulation of phosphorus metabo..." 20 2 1.51 "1.00000"
"534" "GO:0051701" "interaction with host" 20 1 1.51 "1.00000"
"535" "GO:0010564" "regulation of cell cycle process" 42 2 3.17 "1.00000"
"536" "GO:0007584" "response to nutrient" 10 1 0.75 "1.00000"
"537" "GO:0008610" "lipid biosynthetic process" 163 14 12.29 "1.00000"
"538" "GO:0046700" "heterocycle catabolic process" 83 2 6.26 "1.00000"
"539" "GO:0051704" "multi-organism process" 502 34 37.87 "1.00000"
"540" "GO:0008614" "pyridoxine metabolic process" 4 1 0.3 "1.00000"
"541" "GO:0051707" "response to other organism" 340 24 25.65 "1.00000"
"542" "GO:0030003" "cellular cation homeostasis" 46 3 3.47 "1.00000"
"543" "GO:0030004" "cellular monovalent inorganic cation hom..." 10 1 0.75 "1.00000"
"544" "GO:0006863" "purine nucleobase transport" 8 1 0.6 "1.00000"
"545" "GO:0018130" "heterocycle biosynthetic process" 891 51 67.21 "1.00000"
"546" "GO:0046942" "carboxylic acid transport" 61 7 4.6 "1.00000"
"547" "GO:0006865" "amino acid transport" 31 2 2.34 "1.00000"
"548" "GO:0030243" "cellulose metabolic process" 34 4 2.56 "1.00000"
"549" "GO:0006869" "lipid transport" 34 4 2.56 "1.00000"
"550" "GO:0019362" "pyridine nucleotide metabolic process" 23 5 1.73 "1.00000"
"551" "GO:0019363" "pyridine nucleotide biosynthetic process" 15 3 1.13 "1.00000"
"552" "GO:0010556" "regulation of macromolecule biosynthetic..." 714 44 53.86 "1.00000"
"553" "GO:0070972" "protein localization to endoplasmic reti..." 10 2 0.75 "1.00000"
"554" "GO:0010557" "positive regulation of macromolecule bio..." 163 7 12.29 "1.00000"
"555" "GO:0008643" "carbohydrate transport" 33 3 2.49 "1.00000"
"556" "GO:0010558" "negative regulation of macromolecule bio..." 129 6 9.73 "1.00000"
"557" "GO:0002764" "immune response-regulating signaling pat..." 14 2 1.06 "1.00000"
"558" "GO:0090693" "plant organ senescence" 55 2 4.15 "1.00000"
"559" "GO:0015931" "nucleobase-containing compound transport" 60 1 4.53 "1.00000"
"560" "GO:0033212" "iron assimilation" 3 1 0.23 "1.00000"
"561" "GO:0010346" "shoot axis formation" 15 1 1.13 "1.00000"
"562" "GO:0006855" "drug transmembrane transport" 13 1 0.98 "1.00000"
"563" "GO:0090696" "post-embryonic plant organ development" 80 4 6.03 "1.00000"
"564" "GO:0090697" "post-embryonic plant organ morphogenesis" 56 4 4.22 "1.00000"
"565" "GO:0048653" "anther development" 29 2 2.19 "1.00000"
"566" "GO:0048654" "anther morphogenesis" 3 1 0.23 "1.00000"
"567" "GO:1901990" "regulation of mitotic cell cycle phase t..." 19 1 1.43 "1.00000"
"568" "GO:0048655" "anther wall tapetum morphogenesis" 3 1 0.23 "1.00000"
"569" "GO:1901991" "negative regulation of mitotic cell cycl..." 11 1 0.83 "1.00000"
"570" "GO:0046939" "nucleotide phosphorylation" 14 2 1.06 "1.00000"
"571" "GO:0048656" "anther wall tapetum formation" 2 1 0.15 "1.00000"
"572" "GO:0048657" "anther wall tapetum cell differentiation" 2 1 0.15 "1.00000"
"573" "GO:0070922" "small RNA loading onto RISC" 2 1 0.15 "1.00000"
"574" "GO:0000819" "sister chromatid segregation" 26 3 1.96 "1.00000"
"575" "GO:0048440" "carpel development" 25 1 1.89 "1.00000"
"576" "GO:0009860" "pollen tube growth" 33 1 2.49 "1.00000"
"577" "GO:0070925" "organelle assembly" 45 1 3.39 "1.00000"
"578" "GO:0019359" "nicotinamide nucleotide biosynthetic pro..." 13 2 0.98 "1.00000"
"579" "GO:0048443" "stamen development" 38 2 2.87 "1.00000"
"580" "GO:0044550" "secondary metabolite biosynthetic proces..." 42 1 3.17 "1.00000"
"581" "GO:0043900" "regulation of multi-organism process" 62 2 4.68 "1.00000"
"582" "GO:0002757" "immune response-activating signal transd..." 14 2 1.06 "1.00000"
"583" "GO:0043901" "negative regulation of multi-organism pr..." 12 1 0.91 "1.00000"
"584" "GO:0048448" "stamen morphogenesis" 4 1 0.3 "1.00000"
"585" "GO:0006886" "intracellular protein transport" 135 5 10.18 "1.00000"
"586" "GO:0048449" "floral organ formation" 14 2 1.06 "1.00000"
"587" "GO:0052325" "cell wall pectin biosynthetic process" 8 1 0.6 "1.00000"
"588" "GO:0060255" "regulation of macromolecule metabolic pr..." 923 53 69.62 "1.00000"
"589" "GO:0015893" "drug transport" 21 1 1.58 "1.00000"
"590" "GO:0036211" "protein modification process" 827 43 62.38 "1.00000"
"591" "GO:0070918" "production of small RNA involved in gene..." 38 1 2.87 "1.00000"
"592" "GO:0006873" "cellular ion homeostasis" 50 3 3.77 "1.00000"
"593" "GO:0009856" "pollination" 89 3 6.71 "1.00000"
"594" "GO:0048437" "floral organ development" 94 5 7.09 "1.00000"
"595" "GO:0006875" "cellular metal ion homeostasis" 39 3 2.94 "1.00000"
"596" "GO:0006879" "cellular iron ion homeostasis" 11 1 0.83 "1.00000"
"597" "GO:0016569" "covalent chromatin modification" 98 3 7.39 "1.00000"
"598" "GO:0071173" "spindle assembly checkpoint" 5 1 0.38 "1.00000"
"599" "GO:0071174" "mitotic spindle checkpoint" 5 1 0.38 "1.00000"
"600" "GO:0060284" "regulation of cell development" 5 1 0.38 "1.00000"
"601" "GO:0006820" "anion transport" 127 12 9.58 "1.00000"
"602" "GO:0046903" "secretion" 17 1 1.28 "1.00000"
"603" "GO:0006825" "copper ion transport" 9 1 0.68 "1.00000"
"604" "GO:0009888" "tissue development" 275 18 20.74 "1.00000"
"605" "GO:0009889" "regulation of biosynthetic process" 754 45 56.87 "1.00000"
"606" "GO:0046907" "intracellular transport" 166 5 12.52 "1.00000"
"607" "GO:0006829" "zinc ion transport" 15 1 1.13 "1.00000"
"608" "GO:1905818" "regulation of chromosome separation" 9 1 0.68 "1.00000"
"609" "GO:1905819" "negative regulation of chromosome separa..." 5 1 0.38 "1.00000"
"610" "GO:2001057" "reactive nitrogen species metabolic proc..." 8 1 0.6 "1.00000"
"611" "GO:0006810" "transport" 679 38 51.22 "1.00000"
"612" "GO:0006812" "cation transport" 145 8 10.94 "1.00000"
"613" "GO:1903506" "regulation of nucleic acid-templated tra..." 662 40 49.93 "1.00000"
"614" "GO:1903508" "positive regulation of nucleic acid-temp..." 153 6 11.54 "1.00000"
"615" "GO:0006817" "phosphate ion transport" 7 1 0.53 "1.00000"
"616" "GO:0007492" "endoderm development" 3 1 0.23 "1.00000"
"617" "GO:1901957" "regulation of cutin biosynthetic process" 2 1 0.15 "1.00000"
"618" "GO:0016570" "histone modification" 96 3 7.24 "1.00000"
"619" "GO:0016571" "histone methylation" 50 3 3.77 "1.00000"
"620" "GO:2000816" "negative regulation of mitotic sister ch..." 5 1 0.38 "1.00000"
"621" "GO:0031667" "response to nutrient levels" 81 6 6.11 "1.00000"
"622" "GO:0031668" "cellular response to extracellular stimu..." 73 5 5.51 "1.00000"
"623" "GO:0031669" "cellular response to nutrient levels" 63 5 4.75 "1.00000"
"624" "GO:0048646" "anatomical structure formation involved ..." 103 9 7.77 "1.00000"
"625" "GO:0015850" "organic hydroxy compound transport" 13 1 0.98 "1.00000"
"626" "GO:0015851" "nucleobase transport" 11 1 0.83 "1.00000"
"627" "GO:0009812" "flavonoid metabolic process" 35 1 2.64 "1.00000"
"628" "GO:1901987" "regulation of cell cycle phase transitio..." 20 1 1.51 "1.00000"
