HOG	OG	Gene Tree Parent Clade	lycopersicum	pepper
N0.HOG0010762	OG0008617	-	Solyc01g111620.3.1	PHT64053.1
N0.HOG0010763	OG0008618	-	Solyc01g111690.3.1	PHT64059.1
N0.HOG0010764	OG0008619	-	Solyc01g111710.4.1	PHT64061.1
N0.HOG0010765	OG0008620	-	Solyc01g111720.4.1	PHT64062.1
N0.HOG0010766	OG0008621	-	Solyc01g111740.3.1	PHT64065.1
N0.HOG0010767	OG0008622	-	Solyc01g111750.4.1	PHT64066.1
N0.HOG0010768	OG0008623	-	Solyc01g111770.2.1	PHT64068.1
N0.HOG0010769	OG0008624	-	Solyc01g111780.4.1	PHT64069.1
N0.HOG0010770	OG0008625	-	Solyc01g111790.2.1	PHT64070.1
N0.HOG0010771	OG0008626	-	Solyc01g111820.2.1	PHT64073.1
N0.HOG0010772	OG0008627	-	Solyc10g055680.1.1, Solyc01g111830.3.1	
N0.HOG0010773	OG0008628	-	Solyc01g111870.3.1	PHT64079.1
N0.HOG0010774	OG0008629	-	Solyc01g111890.3.1	PHT64081.1
N0.HOG0010775	OG0008630	-	Solyc01g111910.3.1	PHT62607.1
N0.HOG0010776	OG0008631	-	Solyc01g111920.3.1	PHT62606.1
N0.HOG0010777	OG0008632	-	Solyc01g111930.4.1	PHT62605.1
N0.HOG0010778	OG0008633	-	Solyc01g111940.4.1	PHT62603.1
N0.HOG0010779	OG0008634	-	Solyc01g111950.4.1	PHT62602.1
N0.HOG0010780	OG0008635	-	Solyc01g111960.3.1	PHT62601.1
N0.HOG0010781	OG0008636	-	Solyc01g111970.4.1	PHT62600.1
N0.HOG0010782	OG0008637	-	Solyc01g112000.4.1	PHT62596.1
N0.HOG0010783	OG0008638	-	Solyc01g112010.3.1, Solyc10g008130.3.1	
N0.HOG0010784	OG0008639	-	Solyc01g112025.1.1	PHT62592.1
N0.HOG0010785	OG0008640	-	Solyc01g112050.3.1	PHT62591.1
N0.HOG0010786	OG0008641	-	Solyc01g112060.4.1	PHT62589.1
N0.HOG0010787	OG0008642	-	Solyc01g112080.3.1	PHT62585.1
N0.HOG0010788	OG0008643	-	Solyc01g112150.3.1	PHT62572.1
N0.HOG0010789	OG0008644	-	Solyc01g112160.4.1	PHT61542.1
N0.HOG0010790	OG0008645	-	Solyc01g112180.4.1	PHT61540.1
N0.HOG0010791	OG0008646	-	Solyc01g112190.3.1	PHT61539.1
N0.HOG0010792	OG0008647	-	Solyc01g112200.3.1	PHT61538.1
N0.HOG0010793	OG0008648	-	Solyc01g112210.3.1	PHT61537.1
N0.HOG0010794	OG0008649	-	Solyc01g112230.4.1	PHT61535.1
N0.HOG0010795	OG0008650	-	Solyc01g112260.4.1	PHT61731.1
N0.HOG0010796	OG0008651	-	Solyc01g112280.3.1	PHT61733.1
N0.HOG0010797	OG0008652	-	Solyc01g112290.4.1	PHT61734.1
N0.HOG0010798	OG0008653	-	Solyc01g112310.4.1	PHT61735.1
N0.HOG0010799	OG0008654	-	Solyc01g112350.3.1	PHT61738.1
N0.HOG0010800	OG0008655	-	Solyc02g004000.1.1	PHT24858.1
N0.HOG0010801	OG0008656	-	Solyc02g004005.1.1, Solyc02g004007.1.1	
N0.HOG0010802	OG0008657	-	Solyc02g043810.4.1	PHT89326.1
N0.HOG0010803	OG0008658	-	Solyc02g055470.2.1	PHT89178.1
N0.HOG0010804	OG0008659	-	Solyc02g055460.3.1	PHT89177.1
N0.HOG0010805	OG0008660	-	Solyc02g055440.4.1	PHT89176.1
N0.HOG0010806	OG0008661	-	Solyc02g049108.1.1	PHT89363.1
N0.HOG0010807	OG0008662	-	Solyc02g050200.2.1	PHT89233.1
N0.HOG0010808	OG0008663	-	Solyc02g050260.2.1	PHT73015.1
N0.HOG0010809	OG0008664	-	Solyc02g050280.4.1	PHT89367.1
N0.HOG0010810	OG0008665	-	Solyc02g150120.1.1	PHT89368.1
N0.HOG0010811	OG0008666	-	Solyc02g005200.4.1	PHT89249.1
N0.HOG0010812	OG0008667	-	Solyc02g005210.3.1	PHT89264.1
N0.HOG0010813	OG0008668	-	Solyc02g005280.1.1	PHT89251.1
N0.HOG0010814	OG0008669	-	Solyc02g005290.4.1	PHT89261.1
N0.HOG0010815	OG0008670	-	Solyc02g005330.1.1, Solyc02g021250.1.1	
N0.HOG0010816	OG0008671	-	Solyc02g005510.4.1	PHT72662.1
N0.HOG0010817	OG0008672	-	Solyc02g011840.1.1, Solyc11g021270.1.1	
N0.HOG0010818	OG0008673	-	Solyc02g014130.3.1	PHT89188.1
N0.HOG0010819	OG0008674	-	Solyc02g014140.1.1	PHT89187.1
N0.HOG0010820	OG0008675	-	Solyc02g014150.4.1	PHT89185.1
N0.HOG0010821	OG0008676	-	Solyc02g014220.3.1	PHT89182.1
N0.HOG0010822	OG0008677	-	Solyc02g014350.4.1	PHT89181.1
N0.HOG0010823	OG0008678	-	Solyc02g014470.4.1	PHT67571.1
N0.HOG0010824	OG0008679	-	Solyc02g014560.3.1	PHT89362.1
N0.HOG0010825	OG0008680	-	Solyc02g014590.1.1, Solyc02g014610.1.1	
N0.HOG0010826	OG0008681	-	Solyc02g014670.2.1	PHT89298.1
N0.HOG0010827	OG0008682	-	Solyc02g014720.4.1	PHT89375.1
N0.HOG0010828	OG0008683	-	Solyc02g014730.3.1	PHT89371.1
N0.HOG0010829	OG0008684	-	Solyc02g014770.3.1	PHT89192.1
N0.HOG0010830	OG0008685	-	Solyc02g014773.1.1, Solyc04g009305.1.1	
N0.HOG0010831	OG0008686	-	Solyc02g014830.4.1	PHT89293.1
N0.HOG0010832	OG0008687	-	Solyc02g014860.3.1	PHT89294.1
N0.HOG0010833	OG0008688	-	Solyc07g018320.3.1, Solyc02g020970.1.1	
N0.HOG0010834	OG0008689	-	Solyc02g020980.4.1	PHT89301.1
N0.HOG0010835	OG0008690	-	Solyc02g021000.3.1	PHT89169.1
N0.HOG0010836	OG0008691	-	Solyc02g021020.4.1	PHT89170.1
N0.HOG0010837	OG0008692	-	Solyc02g021050.3.1	PHT89171.1
N0.HOG0010838	OG0008693	-	Solyc02g021060.4.1	PHT89195.1
N0.HOG0010839	OG0008694	-	Solyc02g021140.3.1	PHT65977.1
N0.HOG0010840	OG0008695	-	Solyc02g021220.1.1	PHT93355.1
N0.HOG0010841	OG0008696	-	Solyc02g021270.3.1	PHT82428.1
N0.HOG0010842	OG0008697	-	Solyc02g021340.4.1	PHT66763.1
N0.HOG0010843	OG0008698	-	Solyc02g021350.4.1	PHT89258.1
N0.HOG0010844	OG0008699	-	Solyc02g021410.4.1	PHT91459.1
N0.HOG0010845	OG0008700	-	Solyc02g021420.3.1	PHT61019.1
N0.HOG0010846	OG0008701	-	Solyc02g021430.1.1	PHT92284.1
N0.HOG0010847	OG0008702	-	Solyc02g021440.4.1	PHT89277.1
N0.HOG0010848	OG0008703	-	Solyc02g021550.3.1	PHT89359.1
N0.HOG0010849	OG0008704	-	Solyc02g021600.1.1	PHT71459.1
N0.HOG0010850	OG0008705	-	Solyc02g021640.3.1	PHT89278.1
N0.HOG0010851	OG0008706	-	Solyc02g021680.3.1	PHT89316.1
N0.HOG0010852	OG0008707	-	Solyc02g021700.4.1	PHT89317.1
N0.HOG0010853	OG0008708	-	Solyc02g021770.1.1, Solyc11g063610.3.1	
N0.HOG0010854	OG0008709	-	Solyc02g021800.1.1, Solyc02g021810.1.1	
N0.HOG0010855	OG0008710	-	Solyc02g022830.3.1	PHT89311.1
N0.HOG0010856	OG0008711	-	Solyc02g022860.1.1	PHT89321.1
N0.HOG0010857	OG0008712	-	Solyc02g070040.1.1, Solyc02g022920.1.1	
N0.HOG0010858	OG0008713	-	Solyc02g022930.3.1	PHT89343.1
N0.HOG0010859	OG0008714	-	Solyc02g023970.3.1	PHT89345.1
N0.HOG0010860	OG0008715	-	Solyc02g023980.3.1	PHT89225.1
N0.HOG0010861	OG0008716	-	Solyc02g023990.3.1	PHT89274.1
N0.HOG0010862	OG0008717	-	Solyc02g024010.1.1, Solyc02g069910.2.1	
N0.HOG0010863	OG0008718	-	Solyc02g024020.3.1	PHT89270.1
N0.HOG0010864	OG0008719	-	Solyc02g024050.3.1	PHT89932.1
N0.HOG0010865	OG0008720	-	Solyc02g030200.1.1	PHT89331.1
N0.HOG0010866	OG0008721	-	Solyc02g030210.4.1	PHT89330.1
N0.HOG0010867	OG0008722	-	Solyc02g030340.1.1	PHT89267.1
N0.HOG0010868	OG0008723	-	Solyc02g030480.4.1	PHT89288.1
N0.HOG0010869	OG0008724	-	Solyc02g031740.3.1	PHT89309.1
N0.HOG0010870	OG0008725	-	Solyc02g031750.3.1	PHT89346.1
N0.HOG0010871	OG0008726	-	Solyc02g031900.3.1, Solyc02g031850.1.1	
N0.HOG0010872	OG0008727	-	Solyc02g031970.1.1	PHT77710.1
N0.HOG0010873	OG0008728	-	Solyc02g031980.3.1	PHT89939.1
N0.HOG0010874	OG0008729	-	Solyc02g032100.4.1	PHT89272.1
N0.HOG0010875	OG0008730	-	Solyc02g032250.1.1	PHT83935.1
N0.HOG0010876	OG0008731	-	Solyc02g032330.3.1	PHT89408.1
N0.HOG0010877	OG0008732	-	Solyc02g032340.2.1, Solyc02g032355.1.1	
N0.HOG0010878	OG0008733	-	Solyc02g032510.3.1	PHT89406.1
N0.HOG0010879	OG0008734	-	Solyc02g032523.1.1, Solyc10g047955.1.1	
N0.HOG0010880	OG0008735	-	Solyc02g080600.1.1, Solyc02g032840.1.1	
N0.HOG0010881	OG0008736	-	Solyc02g032850.3.1	PHT89292.1
N0.HOG0010882	OG0008737	-	Solyc02g032960.2.1	PHT89200.1
N0.HOG0010883	OG0008738	-	Solyc05g055580.2.1, Solyc02g033080.2.1	
N0.HOG0010884	OG0008739	-	Solyc02g036210.1.1	PHT72794.1
N0.HOG0010885	OG0008740	-	Solyc02g036290.4.1	PHT89354.1
N0.HOG0010886	OG0008741	-	Solyc02g036330.3.1	PHT89340.1
N0.HOG0010887	OG0008742	-	Solyc02g036430.2.1	PHT89124.1
N0.HOG0010888	OG0008743	-	Solyc02g036440.3.1	PHT89125.1
N0.HOG0010889	OG0008744	-	Solyc02g036460.3.1	PHT89221.1
N0.HOG0010890	OG0008745	-	Solyc02g036470.4.1	PHT89220.1
N0.HOG0010891	OG0008746	-	Solyc02g037510.3.1	PHT89212.1
N0.HOG0010892	OG0008747	-	Solyc02g037550.3.1	PHT89210.1
N0.HOG0010893	OG0008748	-	Solyc02g038800.1.1	PHT89377.1
N0.HOG0010894	OG0008749	-	Solyc02g038807.1.1	PHT89383.1
N0.HOG0010895	OG0008750	-	Solyc02g061770.4.1	PHT91056.1
N0.HOG0010896	OG0008751	-	Solyc02g061780.3.1	PHT89334.1
N0.HOG0010897	OG0008752	-	Solyc02g061790.4.1	PHT89335.1
N0.HOG0010898	OG0008753	-	Solyc02g061820.4.1	PHT88993.1
N0.HOG0010899	OG0008754	-	Solyc02g061950.4.1	PHT88998.1
N0.HOG0010900	OG0008755	-	Solyc02g061990.3.1	PHT89105.1
N0.HOG0010901	OG0008756	-	Solyc02g062040.3.1	PHT89080.1
N0.HOG0010902	OG0008757	-	Solyc02g062110.4.1	PHT88974.1
N0.HOG0010903	OG0008758	-	Solyc02g062130.4.1	PHT91106.1
N0.HOG0010904	OG0008759	-	Solyc02g062160.1.1	PHT88995.1
N0.HOG0010905	OG0008760	-	Solyc02g062190.2.1	PHT95802.1
N0.HOG0010906	OG0008761	-	Solyc02g062230.1.1	PHT89055.1
N0.HOG0010907	OG0008762	-	Solyc02g062250.3.1	PHT89072.1
N0.HOG0010908	OG0008763	-	Solyc02g062300.3.1	PHT89060.1
N0.HOG0010909	OG0008764	-	Solyc02g062350.3.1	PHT89147.1
N0.HOG0010910	OG0008765	-	Solyc02g062390.3.1	PHT89054.1
N0.HOG0010911	OG0008766	-	Solyc02g062400.3.1	PHT89052.1
N0.HOG0010912	OG0008767	-	Solyc02g062420.4.1	PHT89051.1
N0.HOG0010913	OG0008768	-	Solyc02g062430.3.1	PHT89047.1
N0.HOG0010914	OG0008769	-	Solyc02g062520.3.1	PHT65979.1
N0.HOG0010915	OG0008770	-	Solyc02g062540.3.1	PHT73448.1
N0.HOG0010916	OG0008771	-	Solyc02g062550.3.1	PHT88980.1
N0.HOG0010917	OG0008772	-	Solyc02g062560.3.1	PHT88981.1
N0.HOG0010918	OG0008773	-	Solyc02g062570.4.1	PHT89003.1
N0.HOG0010919	OG0008774	-	Solyc02g062580.3.1	PHT89002.1
N0.HOG0010920	OG0008775	-	Solyc02g062600.3.1	PHT89000.1
N0.HOG0010921	OG0008776	-	Solyc02g062620.3.1	PHT89008.1
N0.HOG0010922	OG0008777	-	Solyc02g062630.1.1	PHT89011.1
N0.HOG0010923	OG0008778	-	Solyc02g062680.3.1	PHT89016.1
N0.HOG0010924	OG0008779	-	Solyc02g062700.3.1	PHT89018.1
N0.HOG0010925	OG0008780	-	Solyc02g062725.1.1, Solyc06g150115.1.1	
N0.HOG0010926	OG0008781	-	Solyc02g062760.4.1	PHT89033.1
N0.HOG0010927	OG0008782	-	Solyc02g062790.3.1	PHT89021.1
N0.HOG0010928	OG0008783	-	Solyc02g062800.2.1	PHT89019.1
N0.HOG0010929	OG0008784	-	Solyc02g062940.3.1	PHT89041.1
N0.HOG0010930	OG0008785	-	Solyc02g062950.3.1	PHT89040.1
N0.HOG0010931	OG0008786	-	Solyc02g063010.3.1	PHT89130.1
N0.HOG0010932	OG0008787	-	Solyc02g063030.4.1	PHT89349.1
N0.HOG0010933	OG0008788	-	Solyc02g063060.4.1	PHT89348.1
N0.HOG0010934	OG0008789	-	Solyc02g063085.1.1	PHT89093.1
N0.HOG0010935	OG0008790	-	Solyc02g063190.2.1	PHT89118.1
N0.HOG0010936	OG0008791	-	Solyc02g063240.4.1	PHT91361.1
N0.HOG0010937	OG0008792	-	Solyc02g063280.4.1	PHT89109.1
N0.HOG0010938	OG0008793	-	Solyc02g063310.2.1	PHT88964.1
N0.HOG0010939	OG0008794	-	Solyc02g063330.3.1	PHT88961.1
N0.HOG0010940	OG0008795	-	Solyc02g063340.1.1	PHT88960.1
N0.HOG0010941	OG0008796	-	Solyc02g063390.4.1	PHT89401.1
N0.HOG0010942	OG0008797	-	Solyc02g063420.3.1	PHT89395.1
N0.HOG0010943	OG0008798	-	Solyc02g063510.1.1	PHT89417.1
N0.HOG0010944	OG0008799	-	Solyc02g063520.3.1	PHT89420.1
N0.HOG0010945	OG0008800	-	Solyc02g064560.1.1	PHT89440.1
N0.HOG0010946	OG0008801	-	Solyc02g064570.2.1	PHT89438.1
N0.HOG0010947	OG0008802	-	Solyc02g064580.3.1	PHT89437.1
N0.HOG0010948	OG0008803	-	Solyc02g064630.4.1	PHT89436.1
N0.HOG0010949	OG0008804	-	Solyc02g064650.3.1	PHT89434.1
N0.HOG0010950	OG0008805	-	Solyc02g064690.3.1	PHT89429.1
N0.HOG0010951	OG0008806	-	Solyc02g064710.3.1	PHT89451.1
N0.HOG0010952	OG0008807	-	Solyc02g064720.3.1	PHT89450.1
N0.HOG0010953	OG0008808	-	Solyc02g064730.3.1	PHT84565.1
N0.HOG0010954	OG0008809	-	Solyc02g064740.3.1	PHT89447.1
N0.HOG0010955	OG0008810	-	Solyc02g064750.4.1	PHT62368.1
N0.HOG0010956	OG0008811	-	Solyc09g092145.1.1, Solyc02g064775.1.1	
N0.HOG0010957	OG0008812	-	Solyc02g064950.3.1	PHT89475.1
N0.HOG0010958	OG0008813	-	Solyc02g064980.1.1	PHT89470.1
N0.HOG0010959	OG0008814	-	Solyc02g064990.3.1	PHT89469.1
N0.HOG0010960	OG0008815	-	Solyc02g065000.1.1	PHT89467.1
N0.HOG0010961	OG0008816	-	Solyc02g065010.1.1	PHT89466.1
N0.HOG0010962	OG0008817	-	Solyc02g065030.1.1	PHT89462.1
N0.HOG0010963	OG0008818	-	Solyc02g065040.1.1	PHT89461.1
N0.HOG0010964	OG0008819	-	Solyc02g065050.1.1	PHT89457.1
N0.HOG0010965	OG0008820	-	Solyc02g065080.3.1	PHT89501.1
N0.HOG0010966	OG0008821	-	Solyc02g065110.3.1	PHT89492.1
N0.HOG0010967	OG0008822	-	Solyc02g065270.1.1, Solyc02g065253.1.1	
N0.HOG0010968	OG0008823	-	Solyc02g065290.1.1	PHT89513.1
N0.HOG0010969	OG0008824	-	Solyc02g065360.4.1	PHT89585.1
N0.HOG0010970	OG0008825	-	Solyc02g065370.3.1	PHT89584.1
N0.HOG0010971	OG0008826	-	Solyc02g065380.3.1	PHT89583.1
N0.HOG0010972	OG0008827	-	Solyc02g065410.3.1	PHT89580.1
N0.HOG0010973	OG0008828	-	Solyc02g065470.1.1	PHT89574.1
N0.HOG0010974	OG0008829	-	Solyc02g065500.4.1	PHT89569.1
N0.HOG0010975	OG0008830	-	Solyc02g065510.1.1	PHT89568.1
N0.HOG0010976	OG0008831	-	Solyc02g065520.1.1	PHT89567.1
N0.HOG0010977	OG0008832	-	Solyc02g065540.3.1	PHT89563.1
N0.HOG0010978	OG0008833	-	Solyc02g065560.1.1	PHT89556.1
N0.HOG0010979	OG0008834	-	Solyc02g065570.1.1	PHT89554.1
N0.HOG0010980	OG0008835	-	Solyc02g065580.3.1	PHT89552.1
N0.HOG0010981	OG0008836	-	Solyc02g065590.3.1	PHT89551.1
N0.HOG0010982	OG0008837	-	Solyc02g065620.3.1	PHT89547.1
N0.HOG0010983	OG0008838	-	Solyc02g065660.4.1	PHT89541.1
N0.HOG0010984	OG0008839	-	Solyc02g065690.3.1	PHT89539.1
N0.HOG0010985	OG0008840	-	Solyc02g065710.3.1	PHT89537.1
N0.HOG0010986	OG0008841	-	Solyc02g065730.2.1	PHT89536.1
N0.HOG0010987	OG0008842	-	Solyc02g065790.3.1	PHT89530.1
N0.HOG0010988	OG0008843	-	Solyc02g066920.3.1	PHT89590.1
N0.HOG0010989	OG0008844	-	Solyc02g066940.4.1	PHT89591.1
N0.HOG0010990	OG0008845	-	Solyc02g066950.4.1	PHT89595.1
N0.HOG0010991	OG0008846	-	Solyc02g066970.1.1	PHT89601.1
N0.HOG0010992	OG0008847	-	Solyc02g066980.1.1	PHT89602.1
N0.HOG0010993	OG0008848	-	Solyc02g067020.1.1	PHT89608.1
N0.HOG0010994	OG0008849	-	Solyc02g067040.3.1	PHT89621.1
N0.HOG0010995	OG0008850	-	Solyc02g067090.4.1	PHT89628.1
N0.HOG0010996	OG0008851	-	Solyc02g067120.4.1	PHT89626.1
N0.HOG0010997	OG0008852	-	Solyc02g067200.4.1	PHT89640.1
N0.HOG0010998	OG0008853	-	Solyc02g067220.4.1	PHT89642.1
N0.HOG0010999	OG0008854	-	Solyc02g067230.3.1	PHT89644.1
N0.HOG0011000	OG0008855	-	Solyc02g067250.3.1	PHT89635.1
N0.HOG0011001	OG0008856	-	Solyc02g067340.4.1	PHT89671.1
N0.HOG0011002	OG0008857	-	Solyc02g067370.4.1	PHT89664.1
N0.HOG0011003	OG0008858	-	Solyc02g067410.2.1	PHT89661.1
N0.HOG0011004	OG0008859	-	Solyc02g067430.3.1	PHT89659.1
N0.HOG0011005	OG0008860	-	Solyc02g067440.3.1	PHT89656.1
N0.HOG0011006	OG0008861	-	Solyc02g067480.3.1	PHT89679.1
N0.HOG0011007	OG0008862	-	Solyc02g067490.3.1	PHT89680.1
N0.HOG0011008	OG0008863	-	Solyc02g067510.3.1	PHT89681.1
N0.HOG0011009	OG0008864	-	Solyc02g067540.3.1	PHT89685.1
N0.HOG0011010	OG0008865	-	Solyc02g067560.1.1	PHT89686.1
N0.HOG0011011	OG0008866	-	Solyc02g067620.3.1	PHT63314.1
N0.HOG0011012	OG0008867	-	Solyc02g067660.4.1	PHT61693.1
N0.HOG0011013	OG0008868	-	Solyc02g067670.4.1	PHT63312.1
N0.HOG0011014	OG0008869	-	Solyc02g067690.3.1	PHT63318.1
N0.HOG0011015	OG0008870	-	Solyc02g067740.4.1	PHT63323.1
N0.HOG0011016	OG0008871	-	Solyc02g067780.3.1	PHT63326.1
N0.HOG0011017	OG0008872	-	Solyc02g067790.4.1	PHT63328.1
N0.HOG0011018	OG0008873	-	Solyc02g067800.4.1	PHT61790.1
N0.HOG0011019	OG0008874	-	Solyc02g067810.1.1	PHT89691.1
N0.HOG0011020	OG0008875	-	Solyc02g067820.4.1	PHT89692.1
N0.HOG0011021	OG0008876	-	Solyc02g067830.3.1	PHT89693.1
N0.HOG0011022	OG0008877	-	Solyc02g067840.3.1	PHT89694.1
N0.HOG0011023	OG0008878	-	Solyc02g067850.2.1	PHT89695.1
N0.HOG0011024	OG0008879	-	Solyc02g067860.4.1	PHT89697.1
N0.HOG0011025	OG0008880	-	Solyc02g067870.3.1	PHT89698.1
N0.HOG0011026	OG0008881	-	Solyc02g067880.3.1	PHT89701.1
N0.HOG0011027	OG0008882	-	Solyc02g067890.3.1	PHT89702.1
N0.HOG0011028	OG0008883	-	Solyc02g067910.1.1	PHT89703.1
N0.HOG0011029	OG0008884	-	Solyc02g067920.4.1	PHT89704.1
N0.HOG0011030	OG0008885	-	Solyc02g067930.3.1	PHT89705.1
N0.HOG0011031	OG0008886	-	Solyc02g067950.4.1	PHT89710.1
N0.HOG0011032	OG0008887	-	Solyc02g067960.3.1	PHT89711.1
N0.HOG0011033	OG0008888	-	Solyc02g067970.4.1, Solyc02g093760.4.1	
N0.HOG0011034	OG0008889	-	Solyc02g068010.4.1	PHT89719.1
N0.HOG0011035	OG0008890	-	Solyc02g068050.4.1	PHT89722.1
N0.HOG0011036	OG0008891	-	Solyc02g068110.4.1	PHT89735.1
N0.HOG0011037	OG0008892	-	Solyc02g068130.4.1	PHT89732.1
N0.HOG0011038	OG0008893	-	Solyc02g068160.1.1	PHT89746.1
N0.HOG0011039	OG0008894	-	Solyc02g068180.3.1	PHT89745.1
N0.HOG0011040	OG0008895	-	Solyc02g068240.4.1	PHT89776.1
N0.HOG0011041	OG0008896	-	Solyc02g068260.3.1	PHT89775.1
N0.HOG0011042	OG0008897	-	Solyc02g068270.4.1	PHT89774.1
N0.HOG0011043	OG0008898	-	Solyc02g068290.2.1	PHT89772.1
N0.HOG0011044	OG0008899	-	Solyc02g068340.3.1	PHT89757.1
N0.HOG0011045	OG0008900	-	Solyc02g068350.1.1	PHT89756.1
N0.HOG0011046	OG0008901	-	Solyc02g068360.4.1	PHT89755.1
N0.HOG0011047	OG0008902	-	Solyc02g068370.3.1	PHT89754.1
N0.HOG0011048	OG0008903	-	Solyc02g068380.3.1	PHT89753.1
N0.HOG0011049	OG0008904	-	Solyc02g068390.3.1	PHT76983.1
N0.HOG0011050	OG0008905	-	Solyc02g068400.3.1	PHT89752.1
N0.HOG0011051	OG0008906	-	Solyc02g068410.3.1	PHT89777.1
N0.HOG0011052	OG0008907	-	Solyc02g068420.4.1	PHT89304.1
N0.HOG0011053	OG0008908	-	Solyc02g068430.4.1	PHT89778.1
N0.HOG0011054	OG0008909	-	Solyc02g068450.3.1	PHT89781.1
N0.HOG0011055	OG0008910	-	Solyc02g068460.1.1	PHT89782.1
N0.HOG0011056	OG0008911	-	Solyc02g068490.4.1	PHT89785.1
N0.HOG0011057	OG0008912	-	Solyc02g068500.3.1	PHT89786.1
N0.HOG0011058	OG0008913	-	Solyc02g068510.2.1	PHT61169.1
N0.HOG0011059	OG0008914	-	Solyc02g068530.4.1	PHT89840.1
N0.HOG0011060	OG0008915	-	Solyc02g068540.2.1	PHT89839.1
N0.HOG0011061	OG0008916	-	Solyc02g068580.1.1	PHT74267.1
N0.HOG0011062	OG0008917	-	Solyc02g068620.1.1	PHT89820.1
N0.HOG0011063	OG0008918	-	Solyc02g068630.1.1	PHT89821.1
N0.HOG0011064	OG0008919	-	Solyc02g068650.2.1	PHT89823.1
N0.HOG0011065	OG0008920	-	Solyc02g068660.3.1	PHT89824.1
N0.HOG0011066	OG0008921	-	Solyc02g068680.1.1	PHT89827.1
N0.HOG0011067	OG0008922	-	Solyc02g068690.3.1	PHT89828.1
N0.HOG0011068	OG0008923	-	Solyc02g068700.3.1	PHT89832.1
N0.HOG0011069	OG0008924	-	Solyc02g068710.3.1	PHT89833.1
N0.HOG0011070	OG0008925	-	Solyc02g068720.3.1	PHT89834.1
N0.HOG0011071	OG0008926	-	Solyc02g068730.3.1	PHT89835.1
N0.HOG0011072	OG0008927	-	Solyc02g068740.3.1	PHT89815.1
N0.HOG0011073	OG0008928	-	Solyc02g068750.1.1	PHT89813.1
N0.HOG0011074	OG0008929	-	Solyc02g068760.4.1	PHT89812.1
N0.HOG0011075	OG0008930	-	Solyc02g068890.3.1	PHT89792.1
N0.HOG0011076	OG0008931	-	Solyc02g068910.3.1	PHT89790.1
N0.HOG0011077	OG0008932	-	Solyc02g068920.3.1	PHT89789.1
N0.HOG0011078	OG0008933	-	Solyc02g068930.4.1	PHT89787.1
N0.HOG0011079	OG0008934	-	Solyc02g069010.4.1	PHT89851.1
N0.HOG0011080	OG0008935	-	Solyc02g069020.3.1	PHT89852.1
N0.HOG0011081	OG0008936	-	Solyc02g069030.3.1	PHT89853.1
N0.HOG0011082	OG0008937	-	Solyc02g069040.4.1	PHT89855.1
N0.HOG0011083	OG0008938	-	Solyc02g069070.3.1	PHT62666.1
N0.HOG0011084	OG0008939	-	Solyc02g069120.3.1	PHT62653.1
N0.HOG0011085	OG0008940	-	Solyc02g069130.3.1	PHT62652.1
N0.HOG0011086	OG0008941	-	Solyc02g069170.3.1	PHT61424.1
N0.HOG0011087	OG0008942	-	Solyc02g069230.3.1	PHT62679.1
N0.HOG0011088	OG0008943	-	Solyc02g069240.1.1	PHT62680.1
N0.HOG0011089	OG0008944	-	Solyc02g069250.4.1	PHT62681.1
N0.HOG0011090	OG0008945	-	Solyc02g069290.3.1	PHT62683.1
N0.HOG0011091	OG0008946	-	Solyc02g069320.1.1	PHT62689.1
N0.HOG0011092	OG0008947	-	Solyc02g069340.4.1	PHT89089.1
N0.HOG0011093	OG0008948	-	Solyc02g069350.4.1	PHT63851.1
N0.HOG0011094	OG0008949	-	Solyc02g069360.1.1	PHT63852.1
N0.HOG0011095	OG0008950	-	Solyc02g069390.2.1	PHT63858.1
N0.HOG0011096	OG0008951	-	Solyc02g069400.3.1	PHT63859.1
N0.HOG0011097	OG0008952	-	Solyc02g069410.4.1	PHT63860.1
N0.HOG0011098	OG0008953	-	Solyc02g069440.3.1	PHT63862.1
N0.HOG0011099	OG0008954	-	Solyc02g069480.3.1	PHT63867.1
N0.HOG0011100	OG0008955	-	Solyc02g069500.1.1	PHT63871.1
N0.HOG0011101	OG0008956	-	Solyc02g069520.2.1	PHT63873.1
N0.HOG0011102	OG0008957	-	Solyc02g069550.1.1, Solyc03g112120.3.1	
N0.HOG0011103	OG0008958	-	Solyc02g069560.3.1	PHT63875.1
N0.HOG0011104	OG0008959	-	Solyc02g069570.3.1	PHT63876.1
N0.HOG0011105	OG0008960	-	Solyc02g069600.3.1	PHT63879.1
N0.HOG0011106	OG0008961	-	Solyc02g069610.3.1	PHT63881.1
N0.HOG0011107	OG0008962	-	Solyc02g069620.4.1	PHT63882.1
N0.HOG0011108	OG0008963	-	Solyc02g069640.3.1	PHT89865.1
N0.HOG0011109	OG0008964	-	Solyc02g069710.4.1	PHT89873.1
N0.HOG0011110	OG0008965	-	Solyc02g069720.3.1	PHT89874.1
N0.HOG0011111	OG0008966	-	Solyc02g069750.3.1	PHT89880.1
N0.HOG0011112	OG0008967	-	Solyc02g069780.3.1	PHT89883.1
N0.HOG0011113	OG0008968	-	Solyc02g069790.3.1	PHT89884.1
N0.HOG0011114	OG0008969	-	Solyc02g069800.1.1	PHT89885.1
N0.HOG0011115	OG0008970	-	Solyc02g069810.3.1	PHT89886.1
