"Orthogroup" "lycopersicum.faa" "pepper.faa" "ortho"
"340" "OG0007566" "Solyc01g068440.2.1" "PHT69060.1" "ortho_340"
"341" "OG0007567" "Solyc01g068470.4.1" "PHT94838.1" "ortho_341"
"342" "OG0007568" "Solyc01g068480.4.1" "PHT94837.1" "ortho_342"
"343" "OG0007569" "Solyc01g068490.4.1" "PHT94836.1" "ortho_343"
"344" "OG0007570" "Solyc01g068540.3.1" "PHT94779.1" "ortho_344"
"345" "OG0007571" "Solyc01g068560.3.1" "PHT94772.1" "ortho_345"
"346" "OG0007572" "Solyc01g068580.4.1" "PHT94768.1" "ortho_346"
"347" "OG0007573" "Solyc01g068620.4.1" "PHT94765.1" "ortho_347"
"348" "OG0007574" "Solyc01g068630.3.1" "PHT94764.1" "ortho_348"
"349" "OG0007575" "Solyc01g068640.3.1" "PHT94763.1" "ortho_349"
"350" "OG0007576" "Solyc01g079060.4.1" "PHT94761.1" "ortho_350"
"351" "OG0007577" "Solyc01g079080.3.1" "PHT94760.1" "ortho_351"
"352" "OG0007578" "Solyc01g079090.4.1" "PHT94759.1" "ortho_352"
"353" "OG0007579" "Solyc01g079100.3.1" "PHT94758.1" "ortho_353"
"354" "OG0007580" "Solyc01g079130.2.1" "PHT94530.1" "ortho_354"
"355" "OG0007581" "Solyc01g079170.3.1" "PHT94529.1" "ortho_355"
"356" "OG0007582" "Solyc01g079180.4.1" "PHT94863.1" "ortho_356"
"357" "OG0007583" "Solyc01g079200.4.1" "PHT94862.1" "ortho_357"
"358" "OG0007584" "Solyc01g079210.3.1" "PHT94861.1" "ortho_358"
"359" "OG0007585" "Solyc01g079220.4.1" "PHT94860.1" "ortho_359"
"360" "OG0007586" "Solyc01g079230.4.1" "PHT94859.1" "ortho_360"
"361" "OG0007587" "Solyc01g079240.3.1" "PHT94857.1" "ortho_361"
"362" "OG0007588" "Solyc01g079250.3.1" "PHT94855.1" "ortho_362"
"363" "OG0007589" "Solyc01g079260.4.1" "PHT94854.1" "ortho_363"
"364" "OG0007590" "Solyc01g079270.1.1" "PHT94849.1" "ortho_364"
"365" "OG0007591" "Solyc01g079290.1.1" "PHT94848.1" "ortho_365"
"366" "OG0007592" "Solyc01g079300.4.1" "PHT94846.1" "ortho_366"
"367" "OG0007593" "Solyc01g079310.3.1" "PHT94845.1" "ortho_367"
"368" "OG0007594" "Solyc01g079320.4.1" "PHT94573.1" "ortho_368"
"369" "OG0007595" "Solyc01g079330.3.1" "PHT94574.1" "ortho_369"
"370" "OG0007596" "Solyc01g079350.3.1" "PHT94576.1" "ortho_370"
"371" "OG0007597" "Solyc01g079360.4.1" "PHT94577.1" "ortho_371"
"372" "OG0007598" "Solyc01g079370.4.1" "PHT94578.1" "ortho_372"
"373" "OG0007599" "Solyc01g079380.1.1" "PHT94579.1" "ortho_373"
"374" "OG0007600" "Solyc01g079390.4.1" "PHT94866.1" "ortho_374"
"375" "OG0007601" "Solyc01g079400.3.1" "PHT94865.1" "ortho_375"
"376" "OG0007602" "Solyc01g079410.3.1" "PHT94592.1" "ortho_376"
"377" "OG0007603" "Solyc01g079420.4.1" "PHT94591.1" "ortho_377"
"378" "OG0007604" "Solyc01g079450.3.1" "PHT94590.1" "ortho_378"
"379" "OG0007605" "Solyc01g079460.2.1" "PHT94583.1" "ortho_379"
"380" "OG0007606" "Solyc01g079480.3.1" "PHT94868.1" "ortho_380"
"381" "OG0007607" "Solyc01g079500.4.1" "PHT94871.1" "ortho_381"
"382" "OG0007608" "Solyc01g079520.3.1" "PHT94873.1" "ortho_382"
"383" "OG0007609" "Solyc01g079530.4.1" "PHT94874.1" "ortho_383"
"384" "OG0007610" "Solyc01g079560.3.1" "PHT94876.1" "ortho_384"
"385" "OG0007611" "Solyc01g079590.3.1" "PHT93710.1" "ortho_385"
"386" "OG0007612" "Solyc01g079600.4.1" "PHT93709.1" "ortho_386"
"387" "OG0007613" "Solyc01g079610.3.1" "PHT77606.1" "ortho_387"
"388" "OG0007614" "Solyc01g079620.4.1" "PHT94937.1" "ortho_388"
"389" "OG0007615" "Solyc01g079640.4.1" "PHT94938.1" "ortho_389"
"390" "OG0007616" "Solyc01g079650.3.1" "PHT94939.1" "ortho_390"
"391" "OG0007617" "Solyc01g079680.3.1" "PHT94943.1" "ortho_391"
"392" "OG0007618" "Solyc01g079690.4.1" "PHT94944.1" "ortho_392"
"393" "OG0007619" "Solyc01g079710.3.1" "PHT94946.1" "ortho_393"
"394" "OG0007620" "Solyc01g079720.3.1" "PHT94947.1" "ortho_394"
"395" "OG0007621" "Solyc01g079770.2.1" "PHT94949.1" "ortho_395"
"396" "OG0007622" "Solyc01g079780.3.1" "PHT94950.1" "ortho_396"
"397" "OG0007623" "Solyc01g079790.4.1" "PHT94951.1" "ortho_397"
"398" "OG0007624" "Solyc01g079800.4.1" "PHT94952.1" "ortho_398"
"399" "OG0007625" "Solyc01g079820.3.1" "PHT94956.1" "ortho_399"
"400" "OG0007626" "Solyc01g079840.3.1" "PHT94958.1" "ortho_400"
"401" "OG0007627" "Solyc01g079850.3.1" "PHT94959.1" "ortho_401"
"402" "OG0007628" "Solyc01g079860.3.1" "PHT94962.1" "ortho_402"
"403" "OG0007629" "Solyc01g079870.4.1" "PHT94964.1" "ortho_403"
"404" "OG0007630" "Solyc01g079890.3.1" "PHT94066.1" "ortho_404"
"405" "OG0007631" "Solyc01g080000.1.1" "PHT94918.1" "ortho_405"
"406" "OG0007632" "Solyc01g080020.2.1" "PHT94911.1" "ortho_406"
"407" "OG0007633" "Solyc01g080040.3.1" "PHT94908.1" "ortho_407"
"408" "OG0007634" "Solyc01g080050.4.1" "PHT94907.1" "ortho_408"
"409" "OG0007635" "Solyc01g080110.3.1" "PHT94902.1" "ortho_409"
"410" "OG0007636" "Solyc01g080140.3.1" "PHT94895.1" "ortho_410"
"411" "OG0007637" "Solyc01g080150.3.1" "PHT94887.1" "ortho_411"
"412" "OG0007638" "Solyc01g080170.3.1" "PHT94881.1" "ortho_412"
"413" "OG0007639" "Solyc01g080180.3.1" "PHT94894.1" "ortho_413"
"414" "OG0007640" "Solyc01g080190.3.1" "PHT94890.1" "ortho_414"
"415" "OG0007641" "Solyc01g080200.3.1" "PHT94889.1" "ortho_415"
"416" "OG0007642" "Solyc01g080210.3.1" "PHT94888.1" "ortho_416"
"417" "OG0007643" "Solyc01g080230.3.1" "PHT94925.1" "ortho_417"
"418" "OG0007644" "Solyc01g080240.4.1" "PHT94926.1" "ortho_418"
"419" "OG0007645" "Solyc01g080250.3.1" "PHT94927.1" "ortho_419"
"420" "OG0007646" "Solyc01g080260.3.1" "PHT94929.1" "ortho_420"
"421" "OG0007647" "Solyc01g080270.3.1" "PHT94931.1" "ortho_421"
"422" "OG0007648" "Solyc01g080280.3.1" "PHT94932.1" "ortho_422"
"423" "OG0007649" "Solyc01g080290.3.1" "PHT94933.1" "ortho_423"
"424" "OG0007650" "Solyc01g080300.4.1" "PHT94934.1" "ortho_424"
"425" "OG0007651" "Solyc01g080310.4.1" "PHT94935.1" "ortho_425"
"426" "OG0007652" "Solyc01g080340.3.1" "PHT94966.1" "ortho_426"
"427" "OG0007653" "Solyc01g080350.3.1" "PHT94967.1" "ortho_427"
"428" "OG0007654" "Solyc01g080360.3.1" "PHT94969.1" "ortho_428"
"429" "OG0007655" "Solyc01g080380.4.1" "PHT94971.1" "ortho_429"
"430" "OG0007656" "Solyc01g080400.3.1" "PHT94972.1" "ortho_430"
"431" "OG0007657" "Solyc01g080410.3.1" "PHT94973.1" "ortho_431"
"432" "OG0007658" "Solyc01g080460.3.1" "PHT94976.1" "ortho_432"
"433" "OG0007659" "Solyc01g080470.3.1" "PHT94982.1" "ortho_433"
"434" "OG0007661" "Solyc01g080490.2.1" "PHT94983.1" "ortho_434"
"435" "OG0007662" "Solyc01g080500.2.1" "PHT94985.1" "ortho_435"
"436" "OG0007663" "Solyc01g080510.3.1" "PHT62761.1" "ortho_436"
"437" "OG0007664" "Solyc01g080520.3.1" "PHT62762.1" "ortho_437"
"438" "OG0007665" "Solyc01g080540.3.1" "PHT62764.1" "ortho_438"
"439" "OG0007666" "Solyc01g080590.3.1" "PHT95000.1" "ortho_439"
"440" "OG0007667" "Solyc01g080620.3.1" "PHT95002.1" "ortho_440"
"441" "OG0007668" "Solyc01g080670.3.1" "PHT94994.1" "ortho_441"
"442" "OG0007669" "Solyc01g080750.3.1" "PHT95004.1" "ortho_442"
"443" "OG0007670" "Solyc01g080770.3.1" "PHT95012.1" "ortho_443"
"444" "OG0007671" "Solyc01g080780.2.1" "PHT95010.1" "ortho_444"
"445" "OG0007672" "Solyc01g080810.3.1" "PHT95006.1" "ortho_445"
"446" "OG0007673" "Solyc01g080830.3.1" "PHT94570.1" "ortho_446"
"447" "OG0007674" "Solyc01g080840.3.1" "PHT94569.1" "ortho_447"
"448" "OG0007675" "Solyc01g080850.4.1" "PHT94567.1" "ortho_448"
"449" "OG0007676" "Solyc01g080880.4.1" "PHT95270.1" "ortho_449"
"450" "OG0007677" "Solyc01g080900.4.1" "PHT95259.1" "ortho_450"
"451" "OG0007678" "Solyc01g080910.2.1" "PHT95257.1" "ortho_451"
"452" "OG0007679" "Solyc01g080920.3.1" "PHT95256.1" "ortho_452"
"453" "OG0007680" "Solyc01g080940.3.1" "PHT95254.1" "ortho_453"
"454" "OG0007681" "Solyc01g080950.3.1" "PHT95249.1" "ortho_454"
"455" "OG0007682" "Solyc01g080960.4.1" "PHT95252.1" "ortho_455"
"456" "OG0007683" "Solyc01g081020.1.1" "PHT95235.1" "ortho_456"
"457" "OG0007684" "Solyc01g081050.4.1" "PHT95232.1" "ortho_457"
"458" "OG0007685" "Solyc01g081060.4.1" "PHT95231.1" "ortho_458"
"459" "OG0007686" "Solyc01g081070.3.1" "PHT95230.1" "ortho_459"
"460" "OG0007687" "Solyc01g081080.3.1" "PHT95228.1" "ortho_460"
"461" "OG0007688" "Solyc01g081090.2.1" "PHT95227.1" "ortho_461"
"462" "OG0007689" "Solyc01g081100.3.1" "PHT95226.1" "ortho_462"
"463" "OG0007690" "Solyc01g081120.2.1" "PHT95224.1" "ortho_463"
"464" "OG0007691" "Solyc01g081150.3.1" "PHT95222.1" "ortho_464"
"465" "OG0007692" "Solyc01g081200.3.1" "PHT95220.1" "ortho_465"
"466" "OG0007693" "Solyc01g081210.4.1" "PHT95173.1" "ortho_466"
"467" "OG0007695" "Solyc01g081240.3.1" "PHT95175.1" "ortho_467"
"468" "OG0007696" "Solyc01g081290.4.1" "PHT95178.1" "ortho_468"
"469" "OG0007697" "Solyc01g081300.4.1" "PHT95180.1" "ortho_469"
"470" "OG0007698" "Solyc01g081320.4.1" "PHT95182.1" "ortho_470"
"471" "OG0007699" "Solyc01g081330.3.1" "PHT95183.1" "ortho_471"
"472" "OG0007700" "Solyc01g081350.1.1" "PHT95184.1" "ortho_472"
"473" "OG0007701" "Solyc01g081370.4.1" "PHT95185.1" "ortho_473"
"474" "OG0007702" "Solyc01g081380.4.1" "PHT95186.1" "ortho_474"
"475" "OG0007703" "Solyc01g081390.4.1" "PHT95187.1" "ortho_475"
"476" "OG0007704" "Solyc01g081410.4.1" "PHT95190.1" "ortho_476"
"477" "OG0007705" "Solyc01g081430.4.1" "PHT95192.1" "ortho_477"
"478" "OG0007706" "Solyc01g081450.3.1" "PHT95194.1" "ortho_478"
"479" "OG0007707" "Solyc01g081460.3.1" "PHT95195.1" "ortho_479"
"480" "OG0007708" "Solyc01g081470.4.1" "PHT95196.1" "ortho_480"
"481" "OG0007709" "Solyc01g081480.3.1" "PHT95197.1" "ortho_481"
"482" "OG0007710" "Solyc01g081490.3.1" "PHT95198.1" "ortho_482"
"483" "OG0007711" "Solyc01g081520.3.1" "PHT95203.1" "ortho_483"
"484" "OG0007712" "Solyc01g081540.4.1" "PHT95211.1" "ortho_484"
"485" "OG0007713" "Solyc01g081560.2.1" "PHT95212.1" "ortho_485"
"486" "OG0007714" "Solyc01g081590.4.1" "PHT95162.1" "ortho_486"
"487" "OG0007715" "Solyc01g081610.3.1" "PHT95159.1" "ortho_487"
"488" "OG0007716" "Solyc01g081640.4.1" "PHT95154.1" "ortho_488"
"489" "OG0007717" "Solyc01g073670.3.1" "PHT95150.1" "ortho_489"
"490" "OG0007718" "Solyc01g073710.2.1" "PHT95139.1" "ortho_490"
"491" "OG0007719" "Solyc01g073720.2.1" "PHT95138.1" "ortho_491"
"492" "OG0007720" "Solyc01g073730.4.1" "PHT95136.1" "ortho_492"
"493" "OG0007721" "Solyc01g073740.4.1" "PHT95134.1" "ortho_493"
"494" "OG0007722" "Solyc01g073770.2.1" "PHT95131.1" "ortho_494"
"495" "OG0007723" "Solyc01g073780.2.1" "PHT95130.1" "ortho_495"
"496" "OG0007724" "Solyc01g073880.2.1" "PHT95121.1" "ortho_496"
"497" "OG0007725" "Solyc01g073920.3.1" "PHT94478.1" "ortho_497"
"498" "OG0007726" "Solyc01g073930.3.1" "PHT94482.1" "ortho_498"
"499" "OG0007727" "Solyc01g073950.4.1" "PHT94490.1" "ortho_499"
"500" "OG0007728" "Solyc01g074020.3.1" "PHT94601.1" "ortho_500"
"501" "OG0007729" "Solyc01g074030.3.1" "PHT94602.1" "ortho_501"
"502" "OG0007730" "Solyc01g086680.4.1" "PHT94608.1" "ortho_502"
"503" "OG0007731" "Solyc01g086690.2.1" "PHT94609.1" "ortho_503"
"504" "OG0007732" "Solyc01g086720.3.1" "PHT94612.1" "ortho_504"
"505" "OG0007733" "Solyc01g086740.3.1" "PHT94614.1" "ortho_505"
"506" "OG0007734" "Solyc01g086750.4.1" "PHT94615.1" "ortho_506"
"507" "OG0007736" "Solyc01g086830.4.1" "PHT94596.1" "ortho_507"
"508" "OG0007737" "Solyc01g086860.3.1" "PHT93562.1" "ortho_508"
"509" "OG0007738" "Solyc01g086890.3.1" "PHT93560.1" "ortho_509"
"510" "OG0007739" "Solyc01g086920.3.1" "PHT93555.1" "ortho_510"
"511" "OG0007740" "Solyc01g086930.4.1" "PHT93554.1" "ortho_511"
"512" "OG0007741" "Solyc01g086940.2.1" "PHT93553.1" "ortho_512"
"513" "OG0007742" "Solyc01g086960.3.1" "PHT93552.1" "ortho_513"
"514" "OG0007743" "Solyc01g086980.4.1" "PHT93549.1" "ortho_514"
"515" "OG0007744" "Solyc01g087005.1.1" "PHT93544.1" "ortho_515"
"516" "OG0007745" "Solyc01g087040.2.1" "PHT93541.1" "ortho_516"
"517" "OG0007746" "Solyc01g087080.4.1" "PHT61397.1" "ortho_517"
"518" "OG0007747" "Solyc01g087095.2.1" "PHT61393.1" "ortho_518"
"519" "OG0007748" "Solyc01g087120.3.1" "PHT94623.1" "ortho_519"
"520" "OG0007749" "Solyc01g087130.4.1" "PHT94622.1" "ortho_520"
"521" "OG0007750" "Solyc01g087180.4.1" "PHT94620.1" "ortho_521"
"522" "OG0007751" "Solyc01g087190.4.1" "PHT94619.1" "ortho_522"
"523" "OG0007752" "Solyc01g087210.3.1" "PHT94626.1" "ortho_523"
"524" "OG0007753" "Solyc01g087230.3.1" "PHT94627.1" "ortho_524"
"525" "OG0007754" "Solyc01g087240.3.1" "PHT94629.1" "ortho_525"
"526" "OG0007755" "Solyc01g087280.2.1" "PHT94658.1" "ortho_526"
"527" "OG0007756" "Solyc01g087330.4.1" "PHT68101.1" "ortho_527"
"528" "OG0007757" "Solyc01g087450.3.1" "PHT94662.1" "ortho_528"
"529" "OG0007758" "Solyc01g087460.3.1" "PHT94663.1" "ortho_529"
"530" "OG0007759" "Solyc01g087470.3.1" "PHT94664.1" "ortho_530"
"531" "OG0007760" "Solyc01g087490.4.1" "PHT94666.1" "ortho_531"
"532" "OG0007761" "Solyc01g087500.3.1" "PHT94667.1" "ortho_532"
"533" "OG0007762" "Solyc01g087520.3.1" "PHT94670.1" "ortho_533"
"534" "OG0007763" "Solyc01g087530.3.1" "PHT94671.1" "ortho_534"
"535" "OG0007764" "Solyc01g087540.4.1" "PHT94673.1" "ortho_535"
"536" "OG0007765" "Solyc01g087550.3.1" "PHT94674.1" "ortho_536"
"537" "OG0007766" "Solyc01g087560.3.1" "PHT94677.1" "ortho_537"
"538" "OG0007767" "Solyc01g087590.3.1" "PHT94682.1" "ortho_538"
"539" "OG0007768" "Solyc01g087610.3.1" "PHT94686.1" "ortho_539"
"540" "OG0007769" "Solyc01g087620.3.1" "PHT94688.1" "ortho_540"
"541" "OG0007770" "Solyc01g087650.4.1" "PHT94691.1" "ortho_541"
"542" "OG0007771" "Solyc01g087670.3.1" "PHT94693.1" "ortho_542"
"543" "OG0007772" "Solyc01g087690.3.1" "PHT94695.1" "ortho_543"
"544" "OG0007773" "Solyc01g087720.4.1" "PHT94698.1" "ortho_544"
"545" "OG0007775" "Solyc01g087750.4.1" "PHT94701.1" "ortho_545"
"546" "OG0007776" "Solyc01g087870.4.1" "PHT81996.1" "ortho_546"
"547" "OG0007777" "Solyc01g087890.3.1" "PHT94715.1" "ortho_547"
"548" "OG0007778" "Solyc01g087900.3.1" "PHT94717.1" "ortho_548"
"549" "OG0007779" "Solyc01g087910.4.1" "PHT94720.1" "ortho_549"
"550" "OG0007780" "Solyc01g087960.3.1" "PHT94724.1" "ortho_550"
"551" "OG0007781" "Solyc01g087970.3.1" "PHT94727.1" "ortho_551"
"552" "OG0007782" "Solyc01g087990.3.1" "PHT94729.1" "ortho_552"
"553" "OG0007783" "Solyc01g088000.4.1" "PHT94730.1" "ortho_553"
"554" "OG0007784" "Solyc01g088010.1.1" "PHT94731.1" "ortho_554"
"555" "OG0007785" "Solyc01g088020.3.1" "PHT94732.1" "ortho_555"
"556" "OG0007786" "Solyc01g088030.4.1" "PHT94832.1" "ortho_556"
"557" "OG0007787" "Solyc01g088060.3.1" "PHT94830.1" "ortho_557"
"558" "OG0007788" "Solyc01g088080.3.1" "PHT94828.1" "ortho_558"
"559" "OG0007790" "Solyc01g088150.3.1" "PHT94818.1" "ortho_559"
"560" "OG0007791" "Solyc01g088160.4.1" "PHT94817.1" "ortho_560"
"561" "OG0007792" "Solyc01g088240.4.1" "PHT94809.1" "ortho_561"
"562" "OG0007793" "Solyc01g088250.4.1" "PHT94808.1" "ortho_562"
"563" "OG0007794" "Solyc01g088310.3.1" "PHT94801.1" "ortho_563"
"564" "OG0007795" "Solyc01g088370.3.1" "PHT95265.1" "ortho_564"
"565" "OG0007796" "Solyc01g088380.3.1" "PHT95264.1" "ortho_565"
"566" "OG0007797" "Solyc01g088470.3.1" "PHT95274.1" "ortho_566"
"567" "OG0007798" "Solyc01g088480.3.1" "PHT95275.1" "ortho_567"
"568" "OG0007799" "Solyc01g088490.3.1" "PHT95277.1" "ortho_568"
"569" "OG0007800" "Solyc01g088500.3.1" "PHT95278.1" "ortho_569"
"570" "OG0007801" "Solyc01g150146.1.1" "PHT95279.1" "ortho_570"
"571" "OG0007802" "Solyc01g088530.2.1" "PHT95281.1" "ortho_571"
"572" "OG0007803" "Solyc01g088550.3.1" "PHT95283.1" "ortho_572"
"573" "OG0007804" "Solyc01g088560.3.1" "PHT95284.1" "ortho_573"
"574" "OG0007805" "Solyc01g088570.3.1" "PHT95285.1" "ortho_574"
"575" "OG0007806" "Solyc01g088590.5.1" "PHT95286.1" "ortho_575"
"576" "OG0007807" "Solyc01g088610.4.1" "PHT95288.1" "ortho_576"
"577" "OG0007808" "Solyc01g088620.3.1" "PHT95289.1" "ortho_577"
"578" "OG0007809" "Solyc01g088650.4.1" "PHT95290.1" "ortho_578"
"579" "OG0007810" "Solyc01g088660.3.1" "PHT95291.1" "ortho_579"
"580" "OG0007811" "Solyc01g088670.3.1" "PHT95292.1" "ortho_580"
"581" "OG0007812" "Solyc01g088710.3.1" "PHT95297.1" "ortho_581"
"582" "OG0007813" "Solyc01g088720.3.1" "PHT95300.1" "ortho_582"
"583" "OG0007814" "Solyc01g088750.3.1" "PHT95306.1" "ortho_583"
"584" "OG0007815" "Solyc01g088760.4.1" "PHT95307.1" "ortho_584"
"585" "OG0007816" "Solyc01g088770.3.1" "PHT95308.1" "ortho_585"
"586" "OG0007817" "Solyc01g088780.3.1" "PHT95309.1" "ortho_586"
"587" "OG0007818" "Solyc01g088790.2.1" "PHT95310.1" "ortho_587"
"588" "OG0007819" "Solyc01g088810.4.1" "PHT95311.1" "ortho_588"
"589" "OG0007820" "Solyc01g088820.2.1" "PHT95312.1" "ortho_589"
"590" "OG0007821" "Solyc01g089850.4.1" "PHT95346.1" "ortho_590"
"591" "OG0007822" "Solyc01g089870.3.1" "PHT95347.1" "ortho_591"
"592" "OG0007823" "Solyc01g089900.4.1" "PHT95350.1" "ortho_592"
"593" "OG0007824" "Solyc01g089960.3.1" "PHT95355.1" "ortho_593"
"594" "OG0007825" "Solyc01g090180.4.1" "PHT95339.1" "ortho_594"
"595" "OG0007826" "Solyc01g090190.3.1" "PHT95340.1" "ortho_595"
"596" "OG0007827" "Solyc01g090200.4.1" "PHT95361.1" "ortho_596"
"597" "OG0007828" "Solyc01g090210.4.1" "PHT95362.1" "ortho_597"
"598" "OG0007829" "Solyc01g090230.3.1" "PHT95365.1" "ortho_598"
"599" "OG0007830" "Solyc01g090260.5.1.1" "PHT95369.1" "ortho_599"
"600" "OG0007831" "Solyc01g090270.4.1" "PHT95370.1" "ortho_600"
"601" "OG0007832" "Solyc01g090280.4.1" "PHT95371.1" "ortho_601"
"602" "OG0007833" "Solyc01g090290.4.1" "PHT95374.1" "ortho_602"
"603" "OG0007834" "Solyc01g090300.2.1" "PHT95378.1" "ortho_603"
"604" "OG0007835" "Solyc01g090370.3.1" "PHT93670.1" "ortho_604"
"605" "OG0007836" "Solyc01g090380.3.1" "PHT93674.1" "ortho_605"
"606" "OG0007837" "Solyc01g090390.1.1" "PHT93675.1" "ortho_606"
"607" "OG0007838" "Solyc01g090450.3.1" "PHT93680.1" "ortho_607"
"608" "OG0007839" "Solyc01g090470.3.1" "PHT93685.1" "ortho_608"
"609" "OG0007840" "Solyc01g090480.4.1" "PHT93684.1" "ortho_609"
"610" "OG0007841" "Solyc01g090490.1.1" "PHT93683.1" "ortho_610"
"611" "OG0007842" "Solyc01g090550.3.1" "PHT95390.1" "ortho_611"
"612" "OG0007843" "Solyc01g090590.3.1" "PHT95393.1" "ortho_612"
"613" "OG0007844" "Solyc01g090600.4.1" "PHT95394.1" "ortho_613"
"614" "OG0007846" "Solyc01g090660.3.1" "PHT95396.1" "ortho_614"
"615" "OG0007847" "Solyc01g090670.3.1" "PHT95398.1" "ortho_615"
"616" "OG0007848" "Solyc01g090680.3.1" "PHT95399.1" "ortho_616"
"617" "OG0007849" "Solyc01g090720.3.1" "PHT95406.1" "ortho_617"
"618" "OG0007850" "Solyc01g090730.3.1" "PHT95407.1" "ortho_618"
"619" "OG0007851" "Solyc01g090740.3.1" "PHT95408.1" "ortho_619"
"620" "OG0007852" "Solyc01g090750.3.1" "PHT95409.1" "ortho_620"
"621" "OG0007853" "Solyc01g090770.4.1" "PHT95411.1" "ortho_621"
"622" "OG0007854" "Solyc01g090790.4.1" "PHT95415.1" "ortho_622"
"623" "OG0007855" "Solyc01g090800.3.1" "PHT95418.1" "ortho_623"
"624" "OG0007856" "Solyc01g090830.2.1" "PHT95422.1" "ortho_624"
"625" "OG0007857" "Solyc01g090840.3.1" "PHT61362.1" "ortho_625"
"626" "OG0007858" "Solyc01g090850.3.1" "PHT61363.1" "ortho_626"
"627" "OG0007859" "Solyc01g090860.3.1" "PHT61364.1" "ortho_627"
"628" "OG0007860" "Solyc01g090880.3.1" "PHT61366.1" "ortho_628"
"629" "OG0007861" "Solyc01g090890.3.1" "PHT61367.1" "ortho_629"
"630" "OG0007862" "Solyc01g090900.3.1" "PHT61369.1" "ortho_630"
"631" "OG0007863" "Solyc01g090910.3.1" "PHT61370.1" "ortho_631"
"632" "OG0007864" "Solyc01g090920.3.1" "PHT95440.1" "ortho_632"
"633" "OG0007865" "Solyc01g090940.3.1" "PHT95439.1" "ortho_633"
"634" "OG0007866" "Solyc01g090950.4.1" "PHT95438.1" "ortho_634"
"635" "OG0007868" "Solyc01g090965.1.1" "PHT95436.1" "ortho_635"
"636" "OG0007869" "Solyc01g090990.3.1" "PHT95429.1" "ortho_636"
"637" "OG0007870" "Solyc01g091000.4.1" "PHT95428.1" "ortho_637"
"638" "OG0007871" "Solyc01g091010.3.1" "PHT95427.1" "ortho_638"
"639" "OG0007872" "Solyc01g091030.3.1" "PHT95424.1" "ortho_639"
"640" "OG0007873" "Solyc01g091040.3.1" "PHT95441.1" "ortho_640"
"641" "OG0007874" "Solyc01g091070.3.1" "PHT95445.1" "ortho_641"
"642" "OG0007875" "Solyc01g091100.2.1" "PHT93606.1" "ortho_642"
"643" "OG0007876" "Solyc01g091110.3.1" "PHT93603.1" "ortho_643"
"644" "OG0007877" "Solyc01g091120.3.1" "PHT93602.1" "ortho_644"
"645" "OG0007878" "Solyc01g091180.4.1" "PHT93599.1" "ortho_645"
"646" "OG0007879" "Solyc01g091210.3.1" "PHT93596.1" "ortho_646"
"647" "OG0007880" "Solyc01g091240.4.1" "PHT93594.1" "ortho_647"
"648" "OG0007881" "Solyc01g091250.3.1" "PHT93589.1" "ortho_648"
"649" "OG0007882" "Solyc01g091260.3.1" "PHT93588.1" "ortho_649"
"650" "OG0007883" "Solyc01g091300.3.1" "PHT93585.1" "ortho_650"
"651" "OG0007884" "Solyc01g091310.3.1" "PHT76787.1" "ortho_651"
"652" "OG0007885" "Solyc01g091320.3.1" "PHT93584.1" "ortho_652"
"653" "OG0007886" "Solyc01g091330.4.1" "PHT93583.1" "ortho_653"
"654" "OG0007887" "Solyc01g091360.4.1" "PHT93579.1" "ortho_654"
"655" "OG0007888" "Solyc01g091370.4.1" "PHT93577.1" "ortho_655"
"656" "OG0007889" "Solyc01g091380.4.1" "PHT93576.1" "ortho_656"
"657" "OG0007890" "Solyc01g091390.2.1" "PHT93575.1" "ortho_657"
"658" "OG0007891" "Solyc01g091400.3.1" "PHT93573.1" "ortho_658"
"659" "OG0007892" "Solyc01g091410.3.1" "PHT93572.1" "ortho_659"
"660" "OG0007893" "Solyc01g091420.2.1" "PHT93571.1" "ortho_660"
"661" "OG0007894" "Solyc01g091450.3.1" "PHT93570.1" "ortho_661"
"662" "OG0007895" "Solyc01g091470.3.1" "PHT93431.1" "ortho_662"
"663" "OG0007896" "Solyc01g091480.4.1" "PHT93432.1" "ortho_663"
"664" "OG0007897" "Solyc01g091500.3.1" "PHT93434.1" "ortho_664"
"665" "OG0007898" "Solyc01g091510.4.1" "PHT93435.1" "ortho_665"
"666" "OG0007899" "Solyc01g091520.3.1" "PHT93436.1" "ortho_666"
"667" "OG0007900" "Solyc01g091530.4.1" "PHT93437.1" "ortho_667"
"668" "OG0007901" "Solyc01g091540.3.1" "PHT93438.1" "ortho_668"
"669" "OG0007902" "Solyc01g091550.3.1" "PHT93443.1" "ortho_669"
"670" "OG0007904" "Solyc01g091580.3.1" "PHT93444.1" "ortho_670"
"671" "OG0007905" "Solyc01g091610.1.1" "PHT93452.1" "ortho_671"
"672" "OG0007906" "Solyc01g091640.3.1" "PHT93455.1" "ortho_672"
"673" "OG0007907" "Solyc01g091650.3.1" "PHT93456.1" "ortho_673"
"674" "OG0007908" "Solyc01g091700.4.1" "PHT93469.1" "ortho_674"
"675" "OG0007909" "Solyc01g091760.3.1" "PHT93479.1" "ortho_675"
"676" "OG0007910" "Solyc01g091780.4.1" "PHT93480.1" "ortho_676"
"677" "OG0007911" "Solyc01g091800.3.1" "PHT93481.1" "ortho_677"
"678" "OG0007912" "Solyc01g091810.1.1" "PHT93482.1" "ortho_678"
"679" "OG0007913" "Solyc01g091820.3.1" "PHT93483.1" "ortho_679"
