Orthogroup	lycopersicum	pepper
OG0018655	Solyc01g110160.4.1	
OG0018656	Solyc01g110250.1.1	
OG0018657	Solyc01g110330.3.1	
OG0018658	Solyc01g110430.3.1	
OG0018659	Solyc01g110590.4.1	
OG0018660	Solyc01g110600.2.1	
OG0018661	Solyc01g110620.1.1	
OG0018662	Solyc01g110630.4.1	
OG0018663	Solyc01g110647.1.1	
OG0018664	Solyc01g110670.3.1	
OG0018665	Solyc01g110680.4.1	
OG0018666	Solyc01g150173.1.1	
OG0018667	Solyc01g110720.2.1	
OG0018668	Solyc01g110730.4.1	
OG0018669	Solyc01g110770.2.1	
OG0018670	Solyc01g110790.3.1	
OG0018671	Solyc01g110800.3.1	
OG0018672	Solyc01g110810.3.1	
OG0018673	Solyc01g110840.3.1	
OG0018674	Solyc01g110860.1.1	
OG0018675	Solyc01g110870.3.1	
OG0018676	Solyc01g110880.1.1	
OG0018677	Solyc01g110907.1.1	
OG0018678	Solyc01g110920.4.1	
OG0018679	Solyc01g110970.3.1	
OG0018680	Solyc01g110980.4.1	
OG0018681	Solyc01g111000.4.1	
OG0018682	Solyc01g111010.4.1	
OG0018683	Solyc01g111110.3.1	
OG0018684	Solyc01g111160.3.1	
OG0018685	Solyc01g111290.1.1	
OG0018686	Solyc01g111300.4.1	
OG0018687	Solyc01g150177.1.1	
OG0018688	Solyc01g111460.3.1	
OG0018689	Solyc01g111640.3.1	
OG0018690	Solyc01g111650.3.1	
OG0018691	Solyc01g111660.4.1	
OG0018692	Solyc01g111825.1.1	
OG0018693	Solyc01g111880.4.1	
OG0018694	Solyc01g112040.2.1	
OG0018695	Solyc01g112105.1.1	
OG0018696	Solyc01g112270.1.1	
OG0018697	Solyc01g112340.3.1	
OG0018698	Solyc01g112370.3.1	
OG0018699	Solyc01g112380.2.1	
OG0018700	Solyc02g004003.1.1	
OG0018701	Solyc02g044020.3.1	
OG0018702	Solyc02g044005.1.1	
OG0018703	Solyc02g043990.1.1	
OG0018704	Solyc02g043980.1.1	
OG0018705	Solyc02g043970.1.1	
OG0018706	Solyc02g043950.1.1	
OG0018707	Solyc02g043940.1.1	
OG0018708	Solyc02g043900.1.1	
OG0018709	Solyc02g043817.1.1	
OG0018710	Solyc02g055560.1.1	
OG0018711	Solyc02g150122.1.1	
OG0018712	Solyc02g055550.3.1	
OG0018713	Solyc02g055533.1.1	
OG0018714	Solyc02g049070.4.1	
OG0018715	Solyc02g049080.1.1	
OG0018716	Solyc02g049090.1.1	
OG0018717	Solyc02g150119.1.1	
OG0018718	Solyc02g050180.4.1	
OG0018719	Solyc02g050195.1.1	
OG0018720	Solyc02g050210.2.1	
OG0018721	Solyc02g050240.4.1	
OG0018722	Solyc02g050267.1.1	
OG0018723	Solyc02g050320.2.1	
OG0018724	Solyc02g050330.1.1	
OG0018725	Solyc02g005100.2.1	
OG0018726	Solyc02g005110.3.1	
OG0018727	Solyc02g005140.3.1	
OG0018728	Solyc02g005300.1.1	
OG0018729	Solyc02g005305.1.1	
OG0018730	Solyc02g005310.3.1	
OG0018731	Solyc02g005320.2.1	
OG0018732	Solyc02g005325.1.1	
OG0018733	Solyc02g005420.1.1	
OG0018734	Solyc02g005430.2.1	
OG0018735	Solyc02g005440.2.1	
OG0018736	Solyc02g005480.4.1	
OG0018737	Solyc02g005490.3.1	
OG0018738	Solyc02g005500.1.1	
OG0018739	Solyc02g005520.2.1	
OG0018740	Solyc02g005525.1.1	
OG0018741	Solyc02g150100.1.1	
OG0018742	Solyc02g010680.1.1	
OG0018743	Solyc02g011730.1.1	
OG0018744	Solyc02g011740.1.1	
OG0018745	Solyc02g011750.1.1	
OG0018746	Solyc02g011770.1.1	
OG0018747	Solyc02g011780.3.1	
OG0018748	Solyc02g011800.1.1	
OG0018749	Solyc02g011810.3.1	
OG0018750	Solyc02g011870.2.1	
OG0018751	Solyc02g011890.1.1	
OG0018752	Solyc02g011990.1.1	
OG0018753	Solyc02g012000.1.1	
OG0018754	Solyc02g012020.3.1	
OG0018755	Solyc02g012025.1.1	
OG0018756	Solyc02g014050.2.1	
OG0018757	Solyc02g014110.1.1	
OG0018758	Solyc02g014115.1.1	
OG0018759	Solyc02g014400.1.1	
OG0018760	Solyc02g014440.1.1	
OG0018761	Solyc02g014480.1.1	
OG0018762	Solyc02g014540.3.1	
OG0018763	Solyc02g014570.1.1	
OG0018764	Solyc02g014630.1.1	
OG0018765	Solyc02g014640.1.1	
OG0018766	Solyc02g014650.1.1	
OG0018767	Solyc02g014660.1.1	
OG0018768	Solyc02g014680.1.1	
OG0018769	Solyc02g014690.1.1	
OG0018770	Solyc02g014700.1.1	
OG0018771	Solyc02g150106.1.1	
OG0018772	Solyc02g014840.3.1	
OG0018773	Solyc02g014870.4.1	
OG0018774	Solyc02g020880.2.1	
OG0018775	Solyc02g020900.1.1	
OG0018776	Solyc02g020910.4.1	
OG0018777	Solyc02g020920.1.1	
OG0018778	Solyc02g020930.1.1	
OG0018779	Solyc02g021105.1.1	
OG0018780	Solyc02g021150.1.1	
OG0018781	Solyc02g021160.2.1	
OG0018782	Solyc02g021163.1.1	
OG0018783	Solyc02g021167.1.1	
OG0018784	Solyc02g021210.1.1	
OG0018785	Solyc02g150110.1.1	
OG0018786	Solyc02g021520.1.1	
OG0018787	Solyc02g021630.1.1	
OG0018788	Solyc02g021685.1.1	
OG0018789	Solyc02g021785.1.1	
OG0018790	Solyc02g022810.3.1	
OG0018791	Solyc02g022890.3.1	
OG0018792	Solyc02g022900.3.1	
OG0018793	Solyc02g022935.1.1	
OG0018794	Solyc02g023940.3.1	
OG0018795	Solyc02g030090.1.1	
OG0018796	Solyc02g030100.4.1	
OG0018797	Solyc02g030133.1.1	
OG0018798	Solyc02g150112.1.1	
OG0018799	Solyc02g030240.1.1	
OG0018800	Solyc02g030350.1.1	
OG0018801	Solyc02g030360.3.1	
OG0018802	Solyc02g030375.1.1	
OG0018803	Solyc02g030380.3.1	
OG0018804	Solyc02g030430.1.1	
OG0018805	Solyc02g030460.2.1	
OG0018806	Solyc02g150114.1.1	
OG0018807	Solyc02g030468.1.1	
OG0018808	Solyc02g030520.1.1	
OG0018809	Solyc02g030590.1.1	
OG0018810	Solyc02g030660.3.1	
OG0018811	Solyc02g031680.1.1	
OG0018812	Solyc02g031760.2.1	
OG0018813	Solyc02g031780.1.1	
OG0018814	Solyc02g031890.3.1	
OG0018815	Solyc02g031930.2.1	
OG0018816	Solyc02g031990.1.1	
OG0018817	Solyc02g032010.1.1	
OG0018818	Solyc02g032020.3.1	
OG0018819	Solyc02g032170.4.1	
OG0018820	Solyc02g032350.1.1	
OG0018821	Solyc02g032410.3.1	
OG0018822	Solyc02g032420.1.1	
OG0018823	Solyc02g032450.3.1	
OG0018824	Solyc02g032490.3.1	
OG0018825	Solyc02g032620.1.1	
OG0018826	Solyc02g032780.2.1	
OG0018827	Solyc02g032845.1.1	
OG0018828	Solyc02g032870.4.1	
OG0018829	Solyc02g032910.3.1	
OG0018830	Solyc02g032970.4.1	
OG0018831	Solyc02g032980.1.1	
OG0018832	Solyc02g033090.1.1	
OG0018833	Solyc02g036160.1.1	
OG0018834	Solyc02g036185.1.1	
OG0018835	Solyc02g036190.1.1	
OG0018836	Solyc02g036250.1.1	
OG0018837	Solyc02g036300.3.1	
OG0018838	Solyc02g036310.4.1	
OG0018839	Solyc02g036320.2.1	
OG0018840	Solyc02g036390.1.1	
OG0018841	Solyc02g037500.1.1	
OG0018842	Solyc02g037555.1.1	
OG0018843	Solyc02g037590.3.1	
OG0018844	Solyc02g038690.1.1	
OG0018845	Solyc02g038720.2.1	
OG0018846	Solyc02g038814.1.1	
OG0018847	Solyc02g038815.1.1	
OG0018848	Solyc02g038820.1.1	
OG0018849	Solyc02g038825.1.1	
OG0018850	Solyc02g061880.1.1	
OG0018851	Solyc02g061890.1.1	
OG0018852	Solyc02g062010.1.1	
OG0018853	Solyc02g062015.1.1	
OG0018854	Solyc02g062120.3.1	
OG0018855	Solyc02g062240.3.1	
OG0018856	Solyc02g062280.3.1	
OG0018857	Solyc02g062370.4.1	
OG0018858	Solyc02g062380.3.1	
OG0018859	Solyc02g062530.3.1	
OG0018860	Solyc02g062660.2.1	
OG0018861	Solyc02g062770.2.1	
OG0018862	Solyc02g062817.1.1	
OG0018863	Solyc02g062850.3.1	
OG0018864	Solyc02g062880.1.1	
OG0018865	Solyc02g062953.1.1	
OG0018866	Solyc02g150123.1.1	
OG0018867	Solyc02g063080.1.1	
OG0018868	Solyc02g063100.2.1	
OG0018869	Solyc02g063110.1.1	
OG0018870	Solyc02g063120.1.1	
OG0018871	Solyc02g063180.4.1	
OG0018872	Solyc02g063230.1.1	
OG0018873	Solyc02g150124.1.1	
OG0018874	Solyc02g063290.3.1	
OG0018875	Solyc02g063300.3.1	
OG0018876	Solyc02g063355.1.1	
OG0018877	Solyc02g063380.1.1	
OG0018878	Solyc02g063410.3.1	
OG0018879	Solyc02g063440.3.1	
OG0018880	Solyc02g064660.1.1	
OG0018881	Solyc02g064760.3.1	
OG0018882	Solyc02g064780.1.1	
OG0018883	Solyc02g064790.1.1	
OG0018884	Solyc02g064840.1.1	
OG0018885	Solyc02g065116.1.1	
OG0018886	Solyc02g065140.1.1	
OG0018887	Solyc02g065160.2.1	
OG0018888	Solyc02g065260.4.1	
OG0018889	Solyc02g065330.1.1	
OG0018890	Solyc02g065753.1.1	
OG0018891	Solyc02g065760.3.1	
OG0018892	Solyc02g150126.1.1	
OG0018893	Solyc02g066800.3.1	
OG0018894	Solyc02g066993.1.1	
OG0018895	Solyc02g067015.1.1	
OG0018896	Solyc02g067085.1.1	
OG0018897	Solyc02g067107.1.1	
OG0018898	Solyc02g067240.3.1	
OG0018899	Solyc02g067270.3.1	
OG0018900	Solyc02g067380.4.1	
OG0018901	Solyc02g067400.3.1	
OG0018902	Solyc02g067420.3.1	
OG0018903	Solyc02g067450.4.1	
OG0018904	Solyc02g067520.4.1	
OG0018905	Solyc02g067580.3.1	
OG0018906	Solyc02g067600.1.1	
OG0018907	Solyc02g067605.1.1	
OG0018908	Solyc02g067655.1.1	
OG0018909	Solyc02g067770.3.1	
OG0018910	Solyc02g067900.3.1	
OG0018911	Solyc02g067905.1.1	
OG0018912	Solyc02g067935.1.1	
OG0018913	Solyc02g068020.1.1	
OG0018914	Solyc02g068040.3.1	
OG0018915	Solyc02g068150.4.1	
OG0018916	Solyc02g068170.1.1	
OG0018917	Solyc02g068195.1.1	
OG0018918	Solyc02g068250.4.1	
OG0018919	Solyc02g068485.1.1	
OG0018920	Solyc02g068610.2.1	
OG0018921	Solyc02g068797.1.1	
OG0018922	Solyc02g068820.3.1	
OG0018923	Solyc02g068840.1.1	
OG0018924	Solyc02g068870.3.1	
OG0018925	Solyc02g069175.1.1	
OG0018926	Solyc02g069220.2.1	
OG0018927	Solyc02g069330.2.1	
OG0018928	Solyc02g069430.4.1	
OG0018929	Solyc02g069530.1.1	
OG0018930	Solyc02g069650.3.1	
OG0018931	Solyc02g069700.1.1	
OG0018932	Solyc02g069715.1.1	
OG0018933	Solyc02g069830.4.1	
OG0018934	Solyc02g069870.1.1	
OG0018935	Solyc02g069880.4.1	
OG0018936	Solyc02g069890.1.1	
OG0018937	Solyc02g069900.1.1	
OG0018938	Solyc02g069990.1.1	
OG0018939	Solyc02g150129.1.1	
OG0018940	Solyc02g070120.1.1	
OG0018941	Solyc02g070190.1.1	
OG0018942	Solyc02g070230.2.1	
OG0018943	Solyc02g070380.1.1	
OG0018944	Solyc02g070385.1.1	
OG0018945	Solyc02g070390.3.1	
OG0018946	Solyc02g070420.2.1	
OG0018947	Solyc02g070480.4.1	
OG0018948	Solyc02g070705.1.1	
OG0018949	Solyc02g070720.1.1	
OG0018950	Solyc02g070740.1.1	
OG0018951	Solyc02g070850.1.1	
OG0018952	Solyc02g070875.1.1	
OG0018953	Solyc02g070920.3.1	
OG0018954	Solyc02g070930.1.1	
OG0018955	Solyc02g071020.3.1	
OG0018956	Solyc02g150130.1.1	
OG0018957	Solyc02g071290.1.1	
OG0018958	Solyc02g071370.1.1	
OG0018959	Solyc02g071790.3.1	
OG0018960	Solyc02g071840.1.1	
OG0018961	Solyc02g071850.1.1	
OG0018962	Solyc02g071940.1.1	
OG0018963	Solyc02g071950.1.1	
OG0018964	Solyc02g071960.2.1	
OG0018965	Solyc02g071970.1.1	
OG0018966	Solyc02g072010.3.1	
OG0018967	Solyc02g072170.3.1	
OG0018968	Solyc02g072210.1.1	
OG0018969	Solyc02g072320.1.1	
OG0018970	Solyc02g072405.1.1	
OG0018971	Solyc02g072410.1.1	
OG0018972	Solyc02g072427.1.1	
OG0018973	Solyc02g072450.4.1	
OG0018974	Solyc02g076630.1.1	
OG0018975	Solyc02g076650.1.1	
OG0018976	Solyc02g076740.3.1	
OG0018977	Solyc02g076790.4.1	
OG0018978	Solyc02g077070.3.1	
OG0018979	Solyc02g077180.1.1	
OG0018980	Solyc02g077190.3.1	
OG0018981	Solyc02g077200.3.1	
OG0018982	Solyc02g077320.4.1	
OG0018983	Solyc02g077350.1.1	
OG0018984	Solyc02g077500.2.1	
OG0018985	Solyc02g077760.2.1	
OG0018986	Solyc02g077770.3.1	
OG0018987	Solyc02g077800.2.1	
OG0018988	Solyc02g077820.1.1	
OG0018989	Solyc02g077830.1.1	
OG0018990	Solyc02g077940.1.1	
OG0018991	Solyc02g077980.3.1	
OG0018992	Solyc02g078050.4.1	
OG0018993	Solyc02g078280.3.1	
OG0018994	Solyc02g078285.1.1	
OG0018995	Solyc02g078490.3.1	
OG0018996	Solyc02g078540.4.1	
OG0018997	Solyc02g078645.1.1	
OG0018998	Solyc02g078700.3.1	
OG0018999	Solyc02g078740.4.1	
OG0019000	Solyc02g078770.1.1	
OG0019001	Solyc02g079160.2.1	
OG0019002	Solyc02g079365.1.1	
OG0019003	Solyc02g079690.1.1	
OG0019004	Solyc02g079850.4.1	
OG0019005	Solyc02g079870.4.1	
OG0019006	Solyc02g079900.1.1	
OG0019007	Solyc02g080000.1.1	
OG0019008	Solyc02g080120.3.1	
OG0019009	Solyc02g080270.3.1	
OG0019010	Solyc02g080360.1.1	
OG0019011	Solyc02g080390.2.1	
OG0019012	Solyc02g080590.3.1	
OG0019013	Solyc02g080770.2.1	
OG0019014	Solyc02g080870.3.1	
OG0019015	Solyc02g080930.3.1	
OG0019016	Solyc02g080955.1.1	
OG0019017	Solyc02g150132.1.1	
OG0019018	Solyc02g081015.1.1	
OG0019019	Solyc02g081020.1.1	
OG0019020	Solyc02g081130.3.1	
OG0019021	Solyc02g081220.3.1	
OG0019022	Solyc02g081230.4.1	
OG0019023	Solyc02g150133.1.1	
OG0019024	Solyc02g082035.1.1	
OG0019025	Solyc02g082210.4.1	
OG0019026	Solyc02g082240.1.1	
OG0019027	Solyc02g082300.3.1	
OG0019028	Solyc02g082315.2.1	
OG0019029	Solyc02g082320.1.1	
OG0019030	Solyc02g082330.1.1	
OG0019031	Solyc02g082370.1.1	
OG0019032	Solyc02g082440.2.1	
OG0019033	Solyc02g082520.3.1	
OG0019034	Solyc02g082610.1.1	
OG0019035	Solyc02g082635.1.1	
OG0019036	Solyc02g082725.1.1	
OG0019037	Solyc02g082733.1.1	
OG0019038	Solyc02g082737.1.1	
OG0019039	Solyc02g082780.1.1	
OG0019040	Solyc02g082790.2.1	
OG0019041	Solyc02g082960.3.1	
OG0019042	Solyc02g083005.1.1	
OG0019043	Solyc02g083060.1.1	
OG0019044	Solyc02g083070.2.1	
OG0019045	Solyc02g083075.1.1	
OG0019046	Solyc02g083100.2.1	
OG0019047	Solyc02g083220.2.1	
OG0019048	Solyc02g083300.2.1	
OG0019049	Solyc02g083330.2.1	
OG0019050	Solyc02g083350.4.1	
OG0019051	Solyc02g083370.1.1	
OG0019052	Solyc02g083525.1.1	
OG0019053	Solyc02g083765.1.1	
OG0019054	Solyc02g083785.1.1	
OG0019055	Solyc02g083810.4.1	
OG0019056	Solyc02g150136.1.1	
OG0019057	Solyc02g083840.1.1	
OG0019058	Solyc02g083910.4.1	
OG0019059	Solyc02g083920.1.1	
OG0019060	Solyc02g084032.1.1	
OG0019061	Solyc02g084034.1.1	
OG0019062	Solyc02g084087.1.1	
OG0019063	Solyc02g084140.3.1	
OG0019064	Solyc02g084150.2.1	
OG0019065	Solyc02g084177.1.1	
OG0019066	Solyc02g084190.3.1	
OG0019067	Solyc02g084220.3.1	
OG0019068	Solyc02g084245.1.1	
OG0019069	Solyc02g084290.3.1	
OG0019070	Solyc02g084305.1.1	
OG0019071	Solyc02g084307.1.1	
OG0019072	Solyc02g150139.1.1	
OG0019073	Solyc02g084430.3.1	
OG0019074	Solyc02g074600.4.1	
OG0019075	Solyc02g084480.3.1	
OG0019076	Solyc02g084530.2.1	
OG0019077	Solyc02g084605.1.1	
OG0019078	Solyc02g085010.1.1	
OG0019079	Solyc02g085165.1.1	
OG0019080	Solyc02g085260.1.1	
OG0019081	Solyc02g085300.4.1	
OG0019082	Solyc02g085320.1.1	
OG0019083	Solyc02g085370.3.1	
OG0019084	Solyc02g085410.1.1	
OG0019085	Solyc02g085450.1.1	
OG0019086	Solyc02g085460.1.1	
OG0019087	Solyc02g085530.3.1	
OG0019088	Solyc02g085615.1.1	
OG0019089	Solyc02g085690.4.1	
OG0019090	Solyc02g085740.4.1	
OG0019091	Solyc02g085850.1.1	
OG0019092	Solyc02g085933.1.1	
OG0019093	Solyc02g085937.1.1	
OG0019094	Solyc02g085970.1.1	
OG0019095	Solyc02g086060.4.1	
OG0019096	Solyc02g086070.2.1	
OG0019097	Solyc02g086090.4.1	
OG0019098	Solyc02g086120.2.1	
OG0019099	Solyc02g086170.3.1	
OG0019100	Solyc02g086180.4.1	
OG0019101	Solyc02g086190.3.1	
OG0019102	Solyc02g086215.1.1	
OG0019103	Solyc02g086223.1.1	
OG0019104	Solyc02g086227.1.1	
OG0019105	Solyc02g086270.4.1	
OG0019106	Solyc02g086300.4.1	
OG0019107	Solyc02g086310.2.1	
OG0019108	Solyc02g086320.1.1	
OG0019109	Solyc02g086390.1.1	
OG0019110	Solyc02g150140.1.1	
OG0019111	Solyc02g086451.1.1	
OG0019112	Solyc02g086458.1.1	
OG0019113	Solyc02g086565.1.1	
OG0019114	Solyc02g086610.4.1	
OG0019115	Solyc02g086640.4.1	
OG0019116	Solyc02g086690.3.1	
OG0019117	Solyc02g086980.3.1	
OG0019118	Solyc02g087020.1.1	
OG0019119	Solyc02g087090.4.1	
OG0019120	Solyc02g087160.3.1	
OG0019121	Solyc02g087485.1.1	
OG0019122	Solyc02g150142.1.1	
OG0019123	Solyc02g087690.1.1	
OG0019124	Solyc02g087730.3.1	
OG0019125	Solyc02g087820.1.1	
OG0019126	Solyc02g087890.4.1	
OG0019127	Solyc02g087975.1.1	
OG0019128	Solyc02g088020.1.1	
OG0019129	Solyc02g088050.1.1	
OG0019130	Solyc02g088060.3.1	
OG0019131	Solyc02g088140.3.1	
OG0019132	Solyc02g150143.1.1	
OG0019133	Solyc02g150144.1.1	
OG0019134	Solyc02g088510.4.1	
OG0019135	Solyc02g088530.1.1	
OG0019136	Solyc02g088550.4.1	
OG0019137	Solyc02g088660.4.1	
OG0019138	Solyc02g088680.1.1	
OG0019139	Solyc02g088735.1.1	
OG0019140	Solyc02g088810.1.1	
OG0019141	Solyc02g088830.4.1	
OG0019142	Solyc02g088890.2.1	
OG0019143	Solyc02g088905.1.1	
OG0019144	Solyc02g150145.1.1	
OG0019145	Solyc02g089040.3.1	
OG0019146	Solyc02g089270.1.1	
OG0019147	Solyc02g089295.1.1	
OG0019148	Solyc02g089330.3.1	
OG0019149	Solyc02g089380.1.1	
OG0019150	Solyc02g089430.1.1	
OG0019151	Solyc02g089450.1.1	
OG0019152	Solyc02g089470.1.1	
OG0019153	Solyc02g089480.1.1	
OG0019154	Solyc02g089490.4.1	
OG0019155	Solyc02g089500.4.1	
OG0019156	Solyc02g089510.3.1	
OG0019157	Solyc02g089530.3.1	
OG0019158	Solyc02g089590.3.1	
OG0019159	Solyc02g150147.1.1	
OG0019160	Solyc02g089655.1.1	
OG0019161	Solyc02g089670.4.1	
OG0019162	Solyc02g089740.3.1	
OG0019163	Solyc02g089760.3.1	
OG0019164	Solyc02g089780.3.1	
OG0019165	Solyc02g089840.3.1	
OG0019166	Solyc02g089850.3.1	
OG0019167	Solyc02g089910.1.1	
OG0019168	Solyc02g090060.1.1	
OG0019169	Solyc02g090393.1.1	
OG0019170	Solyc02g090500.3.1	
OG0019171	Solyc02g090550.1.1	
OG0019172	Solyc02g090590.1.1	
OG0019173	Solyc02g090610.1.1	
OG0019174	Solyc02g090643.1.1	
OG0019175	Solyc02g090700.2.1	
OG0019176	Solyc02g091060.1.1	
OG0019177	Solyc02g091170.4.1	
OG0019178	Solyc02g091390.3.1	
OG0019179	Solyc02g091450.2.1	
OG0019180	Solyc02g091500.1.1	
OG0019181	Solyc02g150148.1.1	
OG0019182	Solyc02g091665.1.1	
OG0019183	Solyc02g091725.1.1	
OG0019184	Solyc02g091750.3.1	
OG0019185	Solyc02g091760.1.1	
OG0019186	Solyc02g091835.1.1	
OG0019187	Solyc02g091850.1.1	
OG0019188	Solyc02g091910.2.1	
OG0019189	Solyc02g091985.1.1	
OG0019190	Solyc02g092075.1.1	
OG0019191	Solyc02g092100.1.1	
OG0019192	Solyc02g092130.2.1	
OG0019193	Solyc02g092200.3.1	
OG0019194	Solyc02g092220.1.1	
OG0019195	Solyc02g092225.1.1	
OG0019196	Solyc02g092320.2.1	
OG0019197	Solyc02g092340.2.1	
OG0019198	Solyc02g092375.1.1	
OG0019199	Solyc02g092430.1.1	
OG0019200	Solyc02g092475.1.1	
OG0019201	Solyc02g092500.1.1	
OG0019202	Solyc02g092540.2.1	
OG0019203	Solyc02g092650.3.1	
OG0019204	Solyc02g092690.1.1	
OG0019205	Solyc02g092730.4.1	
OG0019206	Solyc02g092830.4.1	
OG0019207	Solyc02g092845.1.1	
OG0019208	Solyc02g092880.3.1	
OG0019209	Solyc02g093170.4.1	
OG0019210	Solyc02g093190.3.1	
OG0019211	Solyc02g093195.1.1	
OG0019212	Solyc02g093285.1.1	
OG0019213	Solyc02g093400.3.1	
OG0019214	Solyc02g093450.3.1	
OG0019215	Solyc02g093545.1.1	
OG0019216	Solyc02g093775.1.1	
OG0019217	Solyc02g093890.1.1	
OG0019218	Solyc02g094000.1.1	
OG0019219	Solyc02g094250.4.1	
OG0019220	Solyc02g150150.1.1	
OG0019221	Solyc02g094290.1.1	
OG0019222	Solyc02g094350.3.1	
OG0019223	Solyc02g094510.4.1	
OG0019224	Solyc02g094530.1.1	
OG0019225	Solyc02g094580.3.1	
OG0019226	Solyc02g094585.1.1	
OG0019227	Solyc03g005090.4.1	
OG0019228	Solyc03g005190.3.1	
OG0019229	Solyc03g005200.3.1	
OG0019230	Solyc03g005213.1.1	
OG0019231	Solyc03g005220.4.1	
OG0019232	Solyc03g005370.1.1	
OG0019233	Solyc03g005410.4.1	
OG0019234	Solyc03g005455.1.1	
OG0019235	Solyc03g005510.2.1	
OG0019236	Solyc03g005943.1.1	
OG0019237	Solyc03g005947.1.1	
OG0019238	Solyc03g006050.4.1	
OG0019239	Solyc03g006310.4.1	
OG0019240	Solyc03g006320.1.1	
OG0019241	Solyc03g006370.3.1	
OG0019242	Solyc03g006540.3.1	
OG0019243	Solyc03g006690.1.1	
OG0019244	Solyc03g006740.3.1	
OG0019245	Solyc03g006790.3.1	
OG0019246	Solyc03g006805.1.1	
OG0019247	Solyc03g006840.4.1	
OG0019248	Solyc03g006915.1.1	
OG0019249	Solyc03g007080.4.1	
OG0019250	Solyc03g007220.3.1	
OG0019251	Solyc03g007260.3.1	
OG0019252	Solyc03g007340.4.1	
OG0019253	Solyc03g007400.2.1	
OG0019254	Solyc03g007420.3.1	
OG0019255	Solyc03g007450.2.1	
OG0019256	Solyc03g007820.3.1	
OG0019257	Solyc03g007880.3.1	
OG0019258	Solyc03g007930.4.1	
OG0019259	Solyc03g008017.1.1	
OG0019260	Solyc03g025100.1.1	
OG0019261	Solyc03g025110.1.1	
OG0019262	Solyc03g025125.1.1	
OG0019263	Solyc03g025180.2.1	
OG0019264	Solyc03g025570.2.1	
OG0019265	Solyc03g025740.4.1	
OG0019266	Solyc03g025850.3.1	
OG0019267	Solyc03g025910.3.1	
OG0019268	Solyc03g150102.1.1	
OG0019269	Solyc03g150103.1.1	
OG0019270	Solyc03g150104.1.1	
OG0019271	Solyc03g025960.1.1	
OG0019272	Solyc03g026000.4.1	
OG0019273	Solyc03g026015.1.1	
OG0019274	Solyc03g026180.1.1	
OG0019275	Solyc03g026320.4.1	
OG0019276	Solyc03g026370.1.1	
OG0019277	Solyc03g031410.1.1	
OG0019278	Solyc03g031540.2.1	
OG0019279	Solyc03g031580.3.1	
OG0019280	Solyc03g031610.1.1	
OG0019281	Solyc03g031650.4.1	
OG0019282	Solyc03g031660.1.1	
OG0019283	Solyc03g031930.1.1	
OG0019284	Solyc03g031950.3.1	
OG0019285	Solyc03g031955.1.1	
OG0019286	Solyc03g031960.2.1	
OG0019287	Solyc03g032080.4.1	
OG0019288	Solyc03g032130.4.1	
OG0019289	Solyc03g032170.2.1	
OG0019290	Solyc03g032243.1.1	
OG0019291	Solyc03g033350.3.1	
OG0019292	Solyc03g033420.4.1	
OG0019293	Solyc03g033430.1.1	
OG0019294	Solyc03g033515.1.1	
OG0019295	Solyc03g033610.1.1	
OG0019296	Solyc03g033680.1.1	
OG0019297	Solyc03g033700.1.1	
OG0019298	Solyc03g033740.4.1	
OG0019299	Solyc03g033755.1.1	
OG0019300	Solyc03g033920.1.1	
OG0019301	Solyc03g034057.1.1	
OG0019302	Solyc03g034100.4.1	
OG0019303	Solyc03g034150.2.1	
OG0019304	Solyc03g034155.1.1	
OG0019305	Solyc03g034160.4.1	
OG0019306	Solyc03g034260.1.1	
OG0019307	Solyc03g034330.1.1	
OG0019308	Solyc03g034334.1.1	
OG0019309	Solyc03g034338.1.1	
OG0019310	Solyc03g034370.1.1	
OG0019311	Solyc03g034380.1.1	
OG0019312	Solyc03g034390.1.1	
OG0019313	Solyc03g034392.1.1	
OG0019314	Solyc03g034415.1.1	
OG0019315	Solyc03g043780.2.1	
OG0019316	Solyc03g043790.1.1	
OG0019317	Solyc03g043850.3.1	
OG0019318	Solyc03g043940.4.1	
OG0019319	Solyc03g043970.3.1	
OG0019320	Solyc03g043990.1.1	
OG0019321	Solyc03g044000.1.1	
OG0019322	Solyc03g044080.4.1	
OG0019323	Solyc03g044235.1.1	
OG0019324	Solyc03g044250.1.1	
OG0019325	Solyc03g044300.3.1	
OG0019326	Solyc03g044420.2.1	
OG0019327	Solyc03g044480.3.1	
OG0019328	Solyc03g044485.1.1	
OG0019329	Solyc03g044520.2.1	
OG0019330	Solyc03g044560.1.1	
OG0019331	Solyc03g044625.1.1	
OG0019332	Solyc03g044725.1.1	
OG0019333	Solyc03g044742.1.1	
OG0019334	Solyc03g044744.1.1	
OG0019335	Solyc03g044793.1.1	
OG0019336	Solyc03g044900.3.1	
OG0019337	Solyc03g044930.3.1	
OG0019338	Solyc03g044970.1.1	
OG0019339	Solyc03g044980.1.1	
OG0019340	Solyc03g044990.1.1	
OG0019341	Solyc03g045000.1.1	
OG0019342	Solyc03g045020.4.1	
OG0019343	Solyc03g045100.1.1	
OG0019344	Solyc03g045110.3.1	
OG0019345	Solyc03g045120.1.1	
OG0019346	Solyc03g045130.1.1	
OG0019347	Solyc03g046250.1.1	
OG0019348	Solyc03g150118.1.1	
OG0019349	Solyc03g046300.3.1	
OG0019350	Solyc03g046310.1.1	
OG0019351	Solyc03g046360.3.1	
OG0019352	Solyc03g046390.1.1	
OG0019353	Solyc03g046410.3.1	
