Orthogroup	pepper	lycopersicum
OG0000025	PHT65526.1	Solyc03g059425.1.1, Solyc05g150125.1.1, Solyc12g056671.1.1, Solyc07g019577.1.1, Solyc10g018420.3.1, Solyc08g014245.1.1, Solyc01g033995.1.1, Solyc12g042603.1.1, Solyc07g042335.1.1, Solyc02g065112.1.1, Solyc07g150135.1.1, Solyc05g044513.1.1, Solyc05g024385.1.1, Solyc11g044457.1.1, Solyc12g044695.1.1, Solyc06g050375.1.1, Solyc08g016803.1.1, Solyc11g150107.1.1, Solyc10g085700.1.1, Solyc02g005606.1.1, Solyc11g017377.1.1, Solyc12g040813.1.1, Solyc12g006100.2.1, Solyc05g056010.3.1, Solyc12g044693.1.1, Solyc11g020015.1.1, Solyc10g050530.2.1, Solyc07g150136.1.1, Solyc10g008267.1.1, Solyc01g081584.1.1, Solyc09g150111.1.1, Solyc02g030462.1.1, Solyc07g019498.1.1, Solyc08g150136.1.1, Solyc05g026520.2.1, Solyc10g049667.1.1, Solyc07g044815.1.1, Solyc03g150138.1.1, Solyc11g150105.1.1, Solyc07g150121.1.1, Solyc04g150170.1.1, Solyc10g051090.3.1, Solyc11g044453.1.1, Solyc03g005550.3.1, Solyc08g067125.1.1, Solyc10g049663.1.1, Solyc07g019497.2.1, Solyc08g016802.1.1, Solyc12g042607.1.1, Solyc01g034010.2.1, Solyc03g083810.4.1, Solyc12g056672.1.1, Solyc10g018425.1.1, Solyc04g071530.2.1, Solyc08g150106.1.1, Solyc07g042317.1.1, Solyc09g066180.2.1, Solyc04g050685.1.1, Solyc02g065114.1.1, Solyc01g010065.1.1
OG0000026	PHT92085.1	Solyc07g009400.1.1
OG0000026	PHT89718.1	Solyc02g068000.2.1
OG0000026	PHT70958.1	Solyc12g055683.1.1
OG0000028	PHT75373.1, PHT77007.1, PHT84336.1, PHT84334.1, PHT69147.1, PHT84335.1, PHT77404.1, PHT77436.1, PHT77440.1, PHT77400.1, PHT74010.1, PHT91845.1, PHT64608.1, PHT64617.1, PHT96000.1, PHT64893.1, PHT64891.1, PHT65010.1, PHT62847.1, PHT62846.1, PHT65011.1, PHT62845.1, PHT64843.1, PHT64844.1, PHT64847.1, PHT64625.1, PHT84759.1, PHT88913.1, PHT61839.1, PHT66906.1, PHT66907.1, PHT80502.1, PHT61840.1, PHT61143.1, PHT67110.1, PHT67137.1, PHT67172.1, PHT61105.1, PHT61592.1, PHT67112.1, PHT67154.1, PHT85302.1, PHT77909.1, PHT61061.1, PHT61145.1, PHT61144.1, PHT67155.1, PHT61838.1, PHT60858.1, PHT67173.1, PHT80504.1, PHT77907.1, PHT61062.1, PHT67111.1, PHT85303.1	Solyc00g020020.2.1
OG0000031	PHT73835.1, PHT73839.1, PHT95450.1, PHT93813.1, PHT87568.1, PHT71984.1, PHT73856.1, PHT73855.1, PHT73852.1, PHT95452.1, PHT65346.1, PHT95456.1, PHT90128.1, PHT95455.1, PHT95462.1, PHT90180.1, PHT73844.1, PHT73840.1, PHT73841.1, PHT90182.1, PHT95463.1, PHT95458.1, PHT95460.1, PHT73846.1, PHT93769.1, PHT93868.1, PHT93812.1, PHT73836.1, PHT73850.1, PHT95451.1, PHT90181.1, PHT73837.1, PHT65344.1, PHT73917.1, PHT73851.1, PHT73845.1, PHT73847.1, PHT95453.1, PHT90127.1, PHT73842.1, PHT95735.1, PHT95454.1, PHT90129.1, PHT95461.1, PHT95464.1, PHT73848.1, PHT73838.1, PHT73849.1, PHT73843.1, PHT71985.1, PHT71986.1	Solyc01g009930.3.1
OG0000036	PHT67188.1, PHT85885.1, PHT92122.1, PHT89239.1, PHT60960.1, PHT61088.1, PHT67281.1, PHT92119.1, PHT67285.1, PHT61579.1, PHT61657.1, PHT61086.1, PHT83547.1, PHT60993.1, PHT54630.1, PHT73086.1, PHT57548.1, PHT80301.1, PHT83270.1, PHT65152.1, PHT74054.1, PHT83627.1, PHT93409.1, PHT61115.1, PHT60952.1, PHT57552.1, PHT85882.1, PHT57590.1, PHT61645.1, PHT80556.1, PHT60963.1, PHT60953.1, PHT54632.1, PHT60961.1, PHT54624.1, PHT60962.1, PHT60828.1, PHT26095.1, PHT57505.1, PHT83548.1, PHT61087.1, PHT60994.1, PHT61125.1, PHT67319.1, PHT60979.1, PHT69372.1, PHT75855.1, PHT61114.1, PHT60951.1	Solyc05g008090.3.1
OG0000037	PHT69467.1, PHT69489.1, PHT69483.1, PHT61591.1, PHT67174.1, PHT69480.1, PHT74964.1, PHT69479.1, PHT67135.1, PHT74954.1, PHT69360.1, PHT69365.1, PHT74951.1, PHT61589.1, PHT69466.1, PHT69329.1, PHT67141.1, PHT69357.1, PHT69321.1, PHT74956.1, PHT60896.1, PHT69364.1, PHT69349.1, PHT61399.1, PHT69371.1, PHT61834.1, PHT61851.1, PHT69328.1, PHT69322.1, PHT29901.1, PHT69338.1, PHT69474.1, PHT69362.1, PHT69481.1, PHT69347.1, PHT69326.1, PHT69351.1, PHT69485.1, PHT69495.1, PHT69317.1, PHT74953.1, PHT69335.1, PHT69470.1, PHT74959.1, PHT69493.1, PHT74962.1, PHT60975.1, PHT67165.1	Solyc07g022760.4.1, Solyc11g044340.3.1
OG0000038	PHT62114.1	Solyc06g018110.3.1, Solyc08g076840.3.1, Solyc09g090960.4.1, Solyc09g007850.3.1, Solyc10g086150.2.1, Solyc03g111840.3.1, Solyc01g006940.4.1
OG0000038	PHT89779.1	Solyc07g065510.4.1, Solyc05g013970.4.1, Solyc10g005980.1.1
OG0000038	PHT72208.1	Solyc06g076670.3.1, Solyc02g061840.3.1, Solyc02g083320.3.1, Solyc03g033310.4.1, Solyc01g080660.3.1, Solyc01g005820.4.1, Solyc01g105140.3.1, Solyc04g074040.3.1, Solyc01g109990.4.1
OG0000041	PHT64120.1, PHT24793.1, PHT77564.1, PHT77485.1, PHT57525.1, PHT77486.1, PHT77555.1, PHT77557.1, PHT77492.1, PHT77573.1, PHT77560.1, PHT77476.1, PHT77559.1, PHT77488.1, PHT57524.1, PHT47015.1, PHT77475.1, PHT93338.1, PHT77480.1, PHT77471.1, PHT77562.1, PHT77567.1, PHT77482.1, PHT77491.1, PHT77490.1, PHT77478.1, PHT77493.1, PHT77554.1, PHT77472.1, PHT77481.1, PHT77565.1, PHT77474.1, PHT77484.1, PHT77483.1, PHT77558.1, PHT77479.1, PHT77489.1, PHT77473.1, PHT77487.1, PHT77556.1, PHT77563.1, PHT77477.1, PHT77561.1, PHT77566.1	Solyc07g066240.3.1
OG0000042	PHT80548.1, PHT33275.1, PHT80551.1, PHT60910.1, PHT60875.1, PHT80663.1, PHT57553.1, PHT25092.1, PHT75577.1, PHT80601.1, PHT75671.1, PHT61174.1, PHT75672.1, PHT80549.1, PHT25139.1, PHT49299.1, PHT77610.1, PHT80664.1, PHT51495.1, PHT60911.1, PHT57551.1, PHT57496.1, PHT80665.1, PHT67540.1, PHT47003.1, PHT67541.1, PHT67538.1, PHT60909.1, PHT47024.1, PHT60986.1, PHT75670.1, PHT60988.1, PHT47010.1, PHT80550.1, PHT57497.1, PHT42123.1, PHT60987.1, PHT67542.1, PHT33269.1, PHT67539.1, PHT57550.1, PHT60912.1	Solyc04g016080.2.1
OG0000043	PHT95927.1, PHT95930.1, PHT83449.1, PHT64538.1	Solyc08g013970.3.1
OG0000043	PHT96181.1, PHT95924.1, PHT83453.1, PHT96172.1, PHT95820.1, PHT95822.1, PHT95925.1, PHT61712.1, PHT96184.1, PHT83446.1, PHT95980.1, PHT95790.1, PHT61710.1, PHT96171.1, PHT96182.1	Solyc06g048910.2.1
OG0000043	PHT95765.1, PHT96183.1, PHT96175.1, PHT83445.1, PHT95821.1, PHT96178.1, PHT95926.1, PHT83448.1, PHT95979.1, PHT75702.1, PHT61713.1, PHT95931.1, PHT83451.1	Solyc08g007250.3.1
OG0000045	PHT75626.1	Solyc01g066120.3.1, Solyc01g066115.1.1, Solyc01g049790.1.1, Solyc01g066090.3.1, Solyc01g066110.2.1, Solyc01g066150.1.1
OG0000045	PHT64548.1	Solyc12g098600.1.1, Solyc09g092480.1.1, Solyc07g008230.1.1, Solyc09g092500.1.1, Solyc12g098590.3.1, Solyc05g053820.3.1, Solyc12g098580.1.1, Solyc04g082860.3.1, Solyc12g096830.2.1, Solyc12g096820.1.1, Solyc08g062220.3.1, Solyc06g007650.2.1, Solyc08g006410.4.1, Solyc08g006350.3.1, Solyc08g006330.3.1, Solyc05g006150.1.1, Solyc05g006140.1.1, Solyc08g006360.3.1, Solyc12g096870.1.1, Solyc08g014050.2.1, Solyc01g107560.3.1
OG0000045	PHT82268.1	Solyc09g092490.3.1, Solyc01g066140.2.1, Solyc03g058370.2.1, Solyc01g066100.2.1
OG0000045	PHT85025.1	Solyc01g066130.1.1, Solyc02g068210.1.1
OG0000047	PHT86599.1	Solyc03g093620.1.1, Solyc05g013010.3.1, Solyc05g012955.1.1, Solyc05g012950.3.1, Solyc05g013000.3.1, Solyc04g028380.1.1, Solyc04g028410.1.1, Solyc04g028400.3.1, Solyc04g028390.1.1, Solyc11g067343.1.1, Solyc11g067320.1.1, Solyc03g114800.1.1, Solyc02g077620.1.1, Solyc11g040020.3.1, Solyc11g039805.1.1, Solyc10g019210.1.1, Solyc11g050900.2.1, Solyc10g019200.3.1, Solyc05g011860.1.1, Solyc12g021150.1.1, Solyc05g047470.1.1, Solyc05g011900.1.1, Solyc09g055500.1.1, Solyc05g011890.1.1, Solyc03g006043.1.1, Solyc03g006047.1.1, Solyc05g011870.1.1, Solyc05g047485.1.1, Solyc05g047510.3.1, Solyc11g027800.1.1, Solyc11g051090.1.1, Solyc11g050930.1.1, Solyc09g057883.1.1, Solyc05g011887.1.1, Solyc05g011910.3.1, Solyc10g019230.2.1, Solyc12g021140.1.1, Solyc05g011850.1.1, Solyc10g019220.1.1, Solyc11g050960.1.1
OG0000049	PHT64640.1	Solyc09g066030.2.1, Solyc09g060130.1.1, Solyc09g060140.3.1, Solyc08g062503.1.1, Solyc09g060170.1.1, Solyc09g066070.4.1, Solyc09g057540.2.1, Solyc08g062520.2.1, Solyc11g022420.3.1, Solyc10g018020.3.1, Solyc09g059100.2.1, Solyc09g057530.2.1, Solyc07g037910.3.1, Solyc11g022410.1.1, Solyc07g150129.1.1, Solyc07g026570.1.1, Solyc04g025740.2.1, Solyc04g026150.2.1, Solyc08g062530.4.1, Solyc09g058993.1.1, Solyc09g060160.2.1, Solyc09g060175.1.1, Solyc09g066060.3.1, Solyc09g057550.1.1, Solyc04g025500.3.1, Solyc11g022430.3.1, Solyc09g060150.3.1, Solyc09g058997.1.1, Solyc08g062507.1.1, Solyc05g015030.3.1, Solyc11g011940.3.1, Solyc09g066050.2.1, Solyc10g018000.1.1, Solyc10g018030.3.1, Solyc04g025480.3.1, Solyc04g025490.1.1, Solyc07g037920.3.1, Solyc07g026560.3.1
OG0000052	PHT67440.1, PHT79655.1, PHT78478.1, PHT67588.1, PHT67546.1, PHT67545.1, PHT72074.1, PHT67579.1, PHT72146.1, PHT67589.1, PHT67583.1, PHT67544.1, PHT64761.1, PHT64757.1, PHT67446.1, PHT67442.1, PHT67444.1, PHT67438.1, PHT67443.1, PHT67441.1, PHT62275.1, PHT62279.1, PHT62282.1, PHT72810.1, PHT65423.1, PHT67436.1, PHT88985.1, PHT78881.1, PHT67445.1, PHT64759.1, PHT64762.1, PHT78197.1, PHT86327.1, PHT76853.1, PHT64758.1, PHT64760.1	Solyc05g010345.1.1
OG0000053	PHT70941.1	Solyc10g084150.2.1
OG0000053	PHT64672.1, PHT65732.1, PHT73833.1, PHT68866.1, PHT90590.1, PHT83792.1, PHT84409.1, PHT66321.1, PHT24458.1, PHT65714.1, PHT87238.1, PHT72694.1, PHT84902.1, PHT84934.1, PHT92993.1, PHT87211.1, PHT68346.1, PHT81202.1, PHT77954.1, PHT61950.1, PHT87311.1, PHT86823.1, PHT80136.1, PHT72209.1, PHT73629.1, PHT83886.1, PHT88505.1, PHT78273.1, PHT67767.1, PHT82006.1, PHT78873.1, PHT78368.1, PHT79520.1, PHT71837.1	Solyc09g007830.3.1
OG0000054	PHT74695.1, PHT85329.1, PHT85305.1, PHT71910.1, PHT70678.1, PHT85280.1, PHT44341.1, PHT61312.1, PHT61315.1, PHT85306.1, PHT85258.1, PHT85327.1, PHT85255.1, PHT85325.1, PHT85521.1, PHT61251.1, PHT62773.1, PHT85241.1, PHT92995.1, PHT85257.1, PHT61313.1, PHT85324.1, PHT61427.1, PHT85260.1, PHT85328.1, PHT85256.1, PHT85326.1, PHT61430.1, PHT61130.1, PHT85835.1, PHT61131.1, PHT85281.1, PHT85254.1, PHT61270.1, PHT85264.1, PHT37377.1	Solyc09g092060.3.1
OG0000056	PHT90183.1, PHT76317.1, PHT74183.1, PHT89798.1, PHT82725.1, PHT61753.1, PHT76786.1, PHT80949.1, PHT94893.1, PHT82390.1, PHT78676.1, PHT89324.1, PHT89323.1, PHT83248.1, PHT88879.1, PHT78675.1, PHT63023.1, PHT93325.1, PHT95299.1, PHT78127.1, PHT87163.1, PHT74307.1, PHT92871.1, PHT91427.1, PHT92452.1, PHT80948.1, PHT86500.1, PHT61754.1, PHT95316.1, PHT72793.1, PHT94488.1, PHT64093.1, PHT74306.1, PHT86539.1, PHT81555.1	Solyc06g050600.4.1
OG0000059	PHT70442.1	Solyc04g081660.3.1
OG0000059	PHT85042.1	Solyc04g082430.3.1
OG0000059	PHT89532.1, PHT70614.1, PHT71144.1, PHT95024.1, PHT74287.1, PHT94279.1, PHT79478.1, PHT65764.1, PHT83179.1, PHT89448.1, PHT94990.1, PHT82089.1, PHT67875.1, PHT66038.1	Solyc04g081650.3.1
OG0000062	PHT80298.1	Solyc06g083290.1.1
OG0000062	PHT89525.1, PHT89524.1	Solyc02g066890.2.1, Solyc02g066900.3.1, Solyc02g030620.1.1, Solyc02g030630.2.1, Solyc02g032690.1.1, Solyc02g030650.1.1, Solyc02g032670.1.1, Solyc02g032720.3.1, Solyc02g066850.1.1, Solyc02g032140.3.1, Solyc02g030637.1.1, Solyc02g066857.1.1, Solyc02g032680.2.1, Solyc02g066905.1.1, Solyc02g030633.1.1, Solyc02g150115.1.1, Solyc02g066855.1.1, Solyc02g030625.1.1, Solyc02g030610.3.1, Solyc02g032695.1.1, Solyc01g058740.2.1, Solyc02g033020.1.1, Solyc02g032730.1.1, Solyc01g059780.1.1, Solyc01g059740.1.1, Solyc02g030565.1.1, Solyc02g066840.2.1, Solyc02g030600.2.1, Solyc02g066880.2.1, Solyc02g030640.2.1
OG0000063	PHT92983.1, PHT69778.1, PHT61018.1, PHT61172.1, PHT61199.1, PHT61980.1, PHT63773.1, PHT61743.1, PHT61978.1, PHT61118.1, PHT85396.1, PHT85390.1, PHT96140.1, PHT61747.1, PHT61017.1, PHT96141.1, PHT61749.1, PHT61201.1, PHT61977.1, PHT61744.1, PHT61117.1, PHT96139.1, PHT61200.1, PHT61748.1, PHT61746.1, PHT61750.1, PHT60803.1, PHT61745.1, PHT61979.1, PHT96143.1, PHT60890.1, PHT85636.1, PHT96138.1	Solyc08g076910.3.1
OG0000064	PHT74053.1	Solyc06g072880.2.1
OG0000064	PHT65718.1	Solyc01g107780.4.1
OG0000064	PHT66418.1, PHT66405.1	Solyc12g088700.1.1, Solyc12g088710.1.1, Solyc12g088690.2.1
OG0000064	PHT66406.1	Solyc08g077080.1.1, Solyc07g043490.1.1, Solyc07g043410.1.1
OG0000064	PHT62636.1, PHT62632.1	Solyc01g107825.1.1, Solyc01g107820.2.1, Solyc01g107810.2.1, Solyc01g107850.4.1
OG0000064	PHT70639.1	Solyc05g053890.3.1, Solyc01g006670.2.1, Solyc05g010710.3.1, Solyc05g010685.1.1, Solyc12g096080.2.1
OG0000065	PHT92877.1	Solyc08g061340.1.1, Solyc08g077590.1.1, Solyc08g074710.1.1, Solyc01g049740.1.1, Solyc08g061350.1.1, Solyc08g077670.3.1, Solyc08g062070.1.1, Solyc08g077600.1.1, Solyc08g022040.1.1, Solyc03g061640.1.1, Solyc08g061360.1.1, Solyc08g077650.1.1, Solyc08g061390.3.1, Solyc08g077640.3.1, Solyc08g077690.3.1, Solyc01g060460.2.1, Solyc04g054440.3.1, Solyc01g068293.1.1, Solyc01g068297.1.1, Solyc01g068320.3.1, Solyc02g033050.3.1, Solyc08g077610.3.1, Solyc08g061410.3.1, Solyc08g062000.3.1, Solyc08g061990.1.1, Solyc08g062050.1.1, Solyc08g077570.3.1, Solyc01g068300.3.1, Solyc08g077580.2.1, Solyc08g077660.1.1, Solyc03g061630.1.1, Solyc08g061400.1.1
OG0000066	PHT71481.1, PHT61012.1	Solyc10g079340.2.1
OG0000066	PHT81159.1	Solyc10g079350.3.1, Solyc04g016200.1.1, Solyc10g079930.1.1, Solyc11g066680.1.1, Solyc11g066670.1.1, Solyc12g009930.3.1, Solyc12g009920.1.1, Solyc06g062330.3.1, Solyc06g062290.1.1, Solyc12g009910.1.1, Solyc12g009940.2.1, Solyc10g079950.2.1, Solyc10g079330.2.1, Solyc10g079320.3.1, Solyc10g079980.1.1, Solyc04g016190.1.1, Solyc07g006800.1.1, Solyc07g043480.1.1, Solyc07g043450.3.1, Solyc07g043440.1.1, Solyc05g012670.2.1, Solyc10g076720.2.1, Solyc06g005760.1.1, Solyc05g053120.1.1, Solyc05g053400.3.1, Solyc04g016230.4.1, Solyc04g008330.1.1, Solyc04g008310.3.1, Solyc04g016210.4.1
OG0000067	PHT72432.1, PHT62324.1, PHT62060.1, PHT62327.1, PHT62322.1, PHT62067.1, PHT62334.1, PHT72433.1, PHT62065.1, PHT62328.1, PHT62331.1, PHT72431.1, PHT62326.1, PHT62340.1, PHT72430.1, PHT62342.1, PHT62337.1, PHT62064.1, PHT62335.1, PHT60848.1, PHT62323.1, PHT62330.1, PHT62338.1, PHT62059.1, PHT82214.1, PHT62068.1, PHT62341.1, PHT62325.1, PHT62329.1, PHT62336.1, PHT62339.1	Solyc05g054700.3.1
OG0000068	PHT73998.1, PHT75568.1, PHT93381.1, PHT75316.1, PHT73017.1, PHT76117.1, PHT68968.1, PHT85966.1, PHT66306.1, PHT66308.1, PHT26467.1, PHT94905.1, PHT60814.1, PHT69940.1, PHT74327.1, PHT95031.1, PHT74084.1, PHT94961.1, PHT72156.1, PHT68396.1, PHT72272.1, PHT65612.1, PHT70545.1, PHT87553.1, PHT67953.1, PHT67680.1, PHT88284.1, PHT75315.1, PHT76257.1, PHT93697.1, PHT81537.1	Solyc08g062150.1.1
OG0000069	PHT90907.1	Solyc02g081740.2.1, Solyc02g081750.1.1, Solyc02g081760.2.1
OG0000069	PHT67966.1	Solyc02g081800.1.1, Solyc08g014490.1.1, Solyc05g039950.2.1, Solyc08g075210.2.1, Solyc08g075180.1.1, Solyc10g079570.3.1, Solyc07g043670.1.1, Solyc11g067330.1.1, Solyc11g067347.1.1, Solyc11g067340.1.1, Solyc11g067270.1.1, Solyc11g067290.1.1, Solyc07g043700.3.1, Solyc04g012020.1.1, Solyc07g043710.4.1, Solyc07g026890.1.1, Solyc04g009680.2.1, Solyc11g069680.1.1, Solyc04g009670.1.1, Solyc02g078510.4.1, Solyc01g008300.2.1, Solyc07g006680.1.1, Solyc07g006670.1.1, Solyc05g014330.1.1, Solyc04g082350.2.1, Solyc06g051320.3.1
OG0000070	PHT69561.1	Solyc10g006050.3.1
OG0000070	PHT24487.1	Solyc12g014600.2.1, Solyc07g048030.4.1, Solyc12g006180.2.1, Solyc11g012470.2.1, Solyc04g014820.4.1, Solyc09g072790.3.1, Solyc09g090520.3.1, Solyc03g005680.3.1, Solyc04g077520.3.1, Solyc03g121710.2.1, Solyc06g062740.2.1, Solyc06g062730.2.1, Solyc06g062720.2.1, Solyc12g035280.1.1, Solyc07g045240.3.1, Solyc02g093340.3.1, Solyc02g090910.3.1, Solyc11g044470.3.1, Solyc02g082270.3.1, Solyc04g082770.4.1, Solyc04g074310.4.1, Solyc04g049920.4.1, Solyc01g008970.4.1, Solyc10g081330.3.1, Solyc12g014210.3.1, Solyc02g021560.4.1, Solyc10g055360.1.1, Solyc12g035310.3.1
OG0000071	PHT63352.1, PHT71560.1, PHT71501.1, PHT71544.1, PHT60786.1, PHT71540.1, PHT71547.1, PHT73520.1, PHT73874.1, PHT60785.1, PHT71549.1	Solyc08g074250.3.1
OG0000071	PHT81281.1, PHT87902.1, PHT72135.1	Solyc01g017700.1.1
OG0000071	PHT80929.1, PHT71539.1	Solyc02g032260.1.1, Solyc04g011890.1.1
OG0000073	PHT86274.1, PHT80532.1, PHT71117.1, PHT71143.1, PHT87962.1, PHT70615.1, PHT74288.1, PHT81760.1, PHT89788.1, PHT90523.1, PHT95023.1, PHT66055.1, PHT94968.1, PHT79477.1, PHT72914.1, PHT94280.1, PHT72958.1, PHT74312.1, PHT75846.1, PHT72688.1, PHT86586.1, PHT62295.1, PHT94989.1, PHT94382.1, PHT74597.1, PHT66037.1, PHT74326.1, PHT70441.1, PHT78217.1, PHT78458.1	Solyc09g074630.3.1
OG0000076	PHT62678.1	Solyc05g045822.1.1, Solyc05g045824.1.1, Solyc05g045840.1.1, Solyc02g021365.1.1, Solyc03g063780.1.1, Solyc06g008140.1.1, Solyc08g074700.1.1, Solyc05g045780.1.1, Solyc09g015860.1.1, Solyc12g038985.1.1, Solyc05g045920.1.1, Solyc00g500154.1.1, Solyc09g050065.1.1, Solyc00g500077.1.1, Solyc00g500032.1.1, Solyc10g006910.3.1, Solyc05g045826.1.1, Solyc05g045828.1.1, Solyc08g045870.3.1, Solyc05g045770.1.1, Solyc09g015850.4.1, Solyc03g063770.3.1, Solyc12g035820.3.1, Solyc00g500245.1.1, Solyc00g500117.1.1, Solyc00g500100.1.1, Solyc00g500274.1.1, Solyc00g500309.1.1
OG0000077	PHT77427.1	Solyc07g065840.2.1
OG0000077	PHT87376.1	Solyc03g007890.3.1
OG0000077	PHT78528.1	Solyc06g036290.3.1
OG0000077	PHT69542.1	Solyc12g015880.2.1
OG0000078	PHT94668.1, PHT85565.1, PHT85536.1, PHT85194.1, PHT85663.1, PHT85187.1, PHT85188.1, PHT85191.1, PHT85193.1, PHT85532.1, PHT33274.1, PHT87521.1, PHT85558.1, PHT87522.1, PHT85535.1, PHT85531.1, PHT83166.1, PHT85190.1, PHT85559.1, PHT85185.1, PHT85192.1, PHT85664.1, PHT85186.1, PHT85189.1, PHT63839.1, PHT85560.1, PHT85533.1, PHT85662.1	Solyc09g090685.1.1
OG0000081	PHT72541.1	Solyc12g062540.3.1
OG0000081	PHT61617.1, PHT72509.1, PHT86516.1, PHT76209.1, PHT82229.1, PHT63702.1, PHT93292.1, PHT78323.1, PHT83349.1, PHT66054.1, PHT81903.1, PHT83898.1, PHT77625.1, PHT61371.1, PHT84069.1, PHT94651.1, PHT76105.1, PHT76182.1, PHT95097.1, PHT94403.1	Solyc04g039845.1.1
OG0000081	PHT78030.1	Solyc00g500063.1.1
OG0000085	PHT73879.1	Solyc01g007960.3.1
OG0000085	PHT68322.1	Solyc05g005070.2.1
OG0000085	PHT73882.1	Solyc01g007990.4.1
OG0000085	PHT69038.1, PHT73880.1, PHT73881.1, PHT69035.1, PHT76674.1, PHT69036.1, PHT86905.1, PHT82102.1, PHT65437.1, PHT69037.1, PHT78592.1, PHT69163.1, PHT70951.1, PHT87228.1, PHT68736.1, PHT70406.1, PHT67637.1, PHT86906.1, PHT95425.1	Solyc01g007970.2.1, Solyc01g007980.4.1
OG0000086	PHT61162.1	Solyc05g009250.1.1
OG0000086	PHT47009.1, PHT67401.1, PHT67397.1, PHT67405.1, PHT61161.1, PHT24674.1, PHT60939.1, PHT67399.1, PHT67365.1, PHT67751.1, PHT67398.1, PHT67404.1, PHT67407.1, PHT67364.1, PHT67403.1, PHT67362.1, PHT67408.1, PHT67402.1, PHT67400.1, PHT67363.1, PHT67366.1, PHT67406.1, PHT67361.1, PHT81034.1	Solyc04g009450.1.1
OG0000087	PHT82442.1, PHT27601.1, PHT61257.1, PHT82496.1, PHT82500.1, PHT79651.1, PHT61254.1, PHT77923.1, PHT82505.1, PHT82498.1, PHT77925.1, PHT82441.1, PHT82497.1, PHT82495.1, PHT37393.1, PHT77924.1, PHT82503.1, PHT82439.1, PHT82506.1, PHT82501.1, PHT61255.1, PHT82923.1, PHT82499.1, PHT82504.1, PHT61256.1, PHT77922.1	Solyc05g055190.1.1
OG0000088	PHT69759.1	Solyc10g008220.4.1
OG0000088	PHT71605.1, PHT71620.1, PHT92299.1, PHT61187.1, PHT24743.1, PHT67635.1, PHT67636.1, PHT71438.1, PHT72136.1, PHT73822.1, PHT71010.1, PHT49300.1, PHT71009.1, PHT71439.1, PHT64340.1, PHT57573.1, PHT73943.1, PHT73944.1, PHT77135.1, PHT73946.1, PHT73941.1, PHT73942.1, PHT72678.1, PHT92559.1	Solyc12g005970.1.1
OG0000095	PHT61301.1	Solyc03g098360.2.1, Solyc09g064960.2.1
OG0000095	PHT83335.1, PHT71845.1, PHT83334.1	Solyc10g055300.2.1
OG0000095	PHT65320.1, PHT90010.1	Solyc11g020270.1.1
OG0000095	PHT88577.1	Solyc03g118330.3.1
OG0000095	PHT61298.1	Solyc09g064990.1.1
OG0000098	PHT86401.1	Solyc08g060815.1.1, Solyc04g016085.1.1
OG0000098	PHT95683.1	Solyc02g150111.1.1, Solyc10g080786.1.1, Solyc04g014578.2.1, Solyc07g150119.1.1, Solyc12g027565.1.1, Solyc05g050515.1.1, Solyc12g042680.1.1, Solyc05g150147.1.1, Solyc03g051923.1.1, Solyc05g047645.1.1, Solyc03g122210.1.1, Solyc09g008110.1.1, Solyc01g111480.1.1, Solyc02g062435.1.1, Solyc02g031730.1.1, Solyc01g066775.1.1, Solyc10g018207.1.1, Solyc12g150109.1.1, Solyc03g096305.1.1, Solyc10g055423.1.1, Solyc08g150149.1.1
OG0000099	PHT94203.1, PHT85445.1, PHT81615.1, PHT65260.1, PHT61044.1, PHT68165.1, PHT94036.1, PHT25790.1, PHT61046.1, PHT47000.1, PHT91027.1, PHT78431.1, PHT82951.1, PHT93372.1, PHT85444.1, PHT92904.1, PHT84835.1, PHT83095.1, PHT82458.1, PHT81638.1, PHT80044.1, PHT85446.1, PHT76269.1, PHT57555.1	Solyc11g066005.1.1
OG0000103	PHT71682.1, PHT96179.1	Solyc01g010067.1.1, Solyc05g018567.1.1
OG0000103	PHT76768.1, PHT87218.1, PHT61120.1, PHT88037.1, PHT61705.1, PHT75476.1, PHT76769.1, PHT85246.1, PHT71814.1, PHT82039.1, PHT86541.1, PHT65207.1, PHT79333.1, PHT67574.1, PHT93449.1, PHT72057.1, PHT25467.1, PHT75963.1, PHT93235.1	Solyc01g067145.1.1
OG0000104	PHT73955.1, PHT74117.1, PHT90833.1, PHT73964.1, PHT90831.1, PHT73966.1, PHT73956.1, PHT73961.1, PHT73962.1, PHT87803.1, PHT73958.1, PHT73952.1, PHT74119.1, PHT90832.1, PHT93404.1, PHT73965.1, PHT73959.1, PHT73953.1, PHT74120.1, PHT73954.1, PHT73963.1, PHT73960.1, PHT73957.1	Solyc01g014320.4.1
OG0000106	PHT26818.1, PHT85118.1, PHT73643.1, PHT85104.1, PHT73644.1, PHT85105.1, PHT61703.1, PHT80513.1, PHT80511.1, PHT25269.1, PHT67226.1, PHT80508.1, PHT61133.1, PHT67180.1, PHT93911.1, PHT94791.1, PHT75172.1, PHT54629.1, PHT75174.1, PHT69508.1, PHT85103.1, PHT77634.1, PHT80510.1	Solyc01g068330.4.1
OG0000107	PHT85089.1	Solyc02g070980.1.1, Solyc02g071030.2.1, Solyc02g071010.1.1, Solyc02g070970.1.1, Solyc02g070940.1.1, Solyc02g070950.1.1, Solyc02g070990.1.1, Solyc02g071000.1.1
